road,id,model_type,name,lat,lon,length,chainage,condition
N1,200753,link,link 377,21.424780841278,92.02533568330095,611.0,381.6795,
N1,200754,bridge,bridge 377,21.423063061512,92.0267879589347,4.5,381.985,C
N1,200755,link,link 378,21.4228676147766,92.02704020549825,70.0,382.02,
N1,200756,bridge,bridge 378,21.4226721680412,92.0272924520618,11.3,382.055,C
N1,200757,link,link 379,21.4210369757499,92.0294876790384,594.0,382.352,
N1,200758,bridge,bridge 379,21.4194017834586,92.031682906015,2.4,382.649,C
N1,200759,link,link 380,21.4182125131101,92.0332044895331,449.0,382.87350000000004,
N1,200760,bridge,bridge 380,21.4170232427616,92.0347260730512,7.2,383.098,B
N1,200761,link,link 381,21.4165700029742,92.03533089119591,171.0,383.1835,
N1,200762,bridge,bridge 381,21.4161167631868,92.0359357093406,8.1,383.269,C
N1,200763,link,link 382,21.415188347338052,92.037304697649,363.0,383.45050000000003,
N1,200764,bridge,bridge 382,21.4142599314893,92.0386736859574,10.9,383.632,A
N1,200765,link,link 383,21.413378387270498,92.03910026886425,369.0,383.8165,
N1,200766,bridge,bridge 383,21.4124968430517,92.0395268517711,8.3,384.001,A
N1,200767,link,link 384,21.410916467266738,92.04585532679964,787.0,384.3945,
N1,200768,bridge,bridge 384,21.409336091481777,92.05218380182818,4.05,384.788,B
N1,200769,link,link 385,21.409629887682236,92.05203612270894,449.0,385.01250000000005,
N1,200770,bridge,bridge 385,21.4099236838827,92.0518884435897,1.9,385.237,A
N1,200771,link,link 386,21.40814219910855,92.05496761104399,833.0,385.6535,
N1,200772,bridge,bridge 386,21.4063607143344,92.0580467784983,10.0,386.07,D
N1,200773,link,link 387,21.40525531574925,92.0599427411148,424.0,386.28200000000004,
N1,200774,bridge,bridge 387,21.4041499171641,92.0618387037313,1.6,386.494,A
N1,200775,link,link 388,21.403079646004052,92.0632896644436,474.0,386.731,
N1,200776,bridge,bridge 388,21.402009374844,92.0647406251559,3.6,386.968,A
N1,200777,link,link 389,21.40109863704175,92.0654117713232,262.0,387.09900000000005,
N1,200778,bridge,bridge 389,21.4001878992395,92.0660829174905,8.0,387.23,C
N1,200779,link,link 390,21.39948689847905,92.06630473498095,168.0,387.314,
N1,200780,bridge,bridge 390,21.3987858977186,92.0665265524714,1.3,387.398,C
N1,200781,link,link 391,21.3933571154428,92.06790994630407,445.0,387.6205,
N1,200782,bridge,bridge 391,21.387928333167,92.06929334013675,4.550000000000001,387.843,A
N1,200783,link,link 392,21.3893919219554,92.06888452048157,485.0,388.0855,
N1,200784,bridge,bridge 392,21.3908555107438,92.0684757008264,22.0,388.328,C
N1,200785,link,link 393,21.3898303553719,92.0687190004132,237.0,388.4465,
N1,200786,bridge,bridge 393,21.3888052,92.0689623,2.7,388.565,C
N1,200787,link,link 394,21.387180256224177,92.06965742277649,168.0,388.649,
N1,200788,bridge,bridge 394,21.38555531244835,92.07035254555298,2.275,388.733,C
N1,200789,link,link 395,21.384980887145225,92.07043744514489,368.0,388.91700000000003,
N1,200790,bridge,bridge 395,21.3844064618421,92.0705223447368,2.8,389.101,B
N1,200791,link,link 396,21.383755772368403,92.0707016302631,157.0,389.17949999999996,
N1,200792,bridge,bridge 396,21.3831050828947,92.0708809157894,1.8,389.258,B
N1,200793,link,link 397,21.3812854364194,92.0707165639601,426.0,389.471,
N1,200794,bridge,bridge 397,21.3794657899441,92.0705522121308,1.5,389.684,B
N1,200795,link,link 398,21.378658440751252,92.07045351807835,215.0,389.79150000000004,
N1,200796,bridge,bridge 398,21.3778510915584,92.0703548240259,2.2,389.899,C
N1,200797,link,link 399,21.377217425174777,92.07089445198545,148.0,389.973,
N1,200798,bridge,bridge 399,21.37658375879115,92.07143407994499,2.25,390.047,A
N1,200799,link,link 400,21.375834407656427,92.07223118997246,309.0,390.2015,
N1,200800,bridge,bridge 400,21.3750850565217,92.0730282999999,2.4,390.356,C
N1,200801,link,link 401,21.374811145890902,92.07354490664736,150.0,390.431,
N1,200802,bridge,bridge 401,21.3745372352601,92.0740615132948,1.3,390.506,A
N1,200803,link,link 402,21.3744586271676,92.0744616274566,89.0,390.5505,
N1,200804,bridge,bridge 402,21.3743800190751,92.0748617416184,1.3,390.595,A
N1,200805,link,link 403,21.3740878889679,92.0757427015054,219.0,390.70450000000005,
N1,200806,bridge,bridge 403,21.3737957588607,92.0766236613924,1.3,390.814,C
N1,200807,link,link 404,21.3731063023561,92.07725837938615,217.0,390.9225,
N1,200808,bridge,bridge 404,21.3724168458515,92.0778930973799,1.3,391.031,C
N1,200809,link,link 405,21.3715535583626,92.0784801880103,224.0,391.14300000000003,
N1,200810,bridge,bridge 405,21.3706902708737,92.0790672786407,1.3,391.255,A
N1,200811,link,link 406,21.37021695490245,92.0793553805417,118.0,391.31399999999996,
N1,200812,bridge,bridge 406,21.3697436389312,92.0796434824427,1.3,391.373,A
N1,200813,link,link 407,21.3670744268885,92.08007769388198,148.0,391.447,
N1,200814,bridge,bridge 407,21.3644052148458,92.08051190532125,1.7,391.521,B
N1,200815,link,link 408,21.3660022283184,92.08049028922778,143.0,391.5925,
N1,200816,bridge,bridge 408,21.367599241791,92.0804686731343,1.3,391.664,B
N1,200817,link,link 409,21.3662630189087,92.08091520047441,333.0,391.83050000000003,
N1,200818,bridge,bridge 409,21.3649267960264,92.0813617278145,7.1,391.997,C
N1,200819,link,link 410,21.3631136112141,92.080952910753,425.0,392.20950000000005,
N1,200820,bridge,bridge 410,21.3613004264018,92.0805440936915,1.6,392.422,B
N1,200821,link,link 411,21.36051410642515,92.0801733148364,197.0,392.5205,
N1,200822,bridge,bridge 411,21.3597277864485,92.0798025359813,1.3,392.619,A
N1,200823,link,link 412,21.3592368353971,92.0795710344626,123.0,392.68050000000005,
N1,200824,bridge,bridge 412,21.3587458843457,92.0793395329439,2.2,392.742,C
N1,200825,link,link 413,21.35750059337285,92.07921111647195,296.0,392.89,
N1,200826,bridge,bridge 413,21.3562553024,92.0790827,4.0,393.038,A
N1,200827,link,link 414,21.3531402488019,92.07875849676256,726.0,393.401,
N1,200828,bridge,bridge 414,21.3500251952038,92.0784342935251,21.5,393.764,C
N1,200829,link,link 415,21.34767870348975,92.0787023165756,543.0,394.0355,
N1,200830,bridge,bridge 415,21.3453322117757,92.0789703396261,11.3,394.307,C
N1,200831,link,link 416,21.342327588040774,92.07893956391118,374.0,394.494,
N1,200832,bridge,bridge 416,21.33932296430585,92.07890878819626,8.2,394.681,B
N1,200833,link,link 417,21.336581020737377,92.07897582636598,959.0,395.16049999999996,
N1,200834,bridge,bridge 417,21.3338390771689,92.0790428645357,24.1,395.64,C
N1,200835,link,link 418,21.33037839045415,92.08050686905915,956.0,396.118,
N1,200836,bridge,bridge 418,21.3269177037394,92.0819708735826,45.6,396.596,C
N1,200837,link,link 419,21.32535231481085,92.0838569259089,548.0,396.87,
N1,200838,bridge,bridge 419,21.3237869258823,92.0857429782352,5.0,397.144,C
N1,200839,link,link 420,21.3224478541176,92.08731330676466,447.0,397.3675,
N1,200840,bridge,bridge 420,21.3211087823529,92.0888836352941,11.2,397.591,D
N1,200841,link,link 421,21.320845955123,92.0891901992494,88.0,397.635,
N1,200842,bridge,bridge 421,21.3205831278931,92.0894967632047,1.3,397.679,B
N1,200843,link,link 422,21.3183963970461,92.0917280182082,727.0,398.0425,
N1,200844,bridge,bridge 422,21.3162096661991,92.0939592732117,49.3,398.406,C
N1,200845,link,link 423,21.311040673684523,92.09550803098705,1046.0,398.929,
N1,200846,bridge,bridge 423,21.30587168116995,92.0970567887624,2.3499999999999996,399.452,C
N1,200847,link,link 424,21.302808521575926,92.09726702393075,1008.0,399.956,
N1,200848,bridge,bridge 424,21.2997453619819,92.0974772590991,61.3,400.46,D
N1,200849,link,link 425,21.29426008099095,92.09871611398935,1292.0,401.106,
N1,200850,bridge,bridge 425,21.2887748,92.0999549688796,14.1,401.752,A
N1,200851,link,link 426,21.288162425,92.10000868008295,138.0,401.821,
N1,200852,bridge,bridge 426,21.28755005,92.1000623912863,11.0,401.89,B
N1,200853,link,link 427,21.2856441407718,92.1003085130928,433.0,402.1065,
N1,200854,bridge,bridge 427,21.2837382315436,92.1005546348993,10.3,402.323,A
N1,200855,link,link 428,21.2788720112035,92.10248848993959,1172.0,402.909,
N1,200856,bridge,bridge 428,21.2740057908634,92.1044223449799,14.0,403.495,A
N1,200857,link,link 429,21.273378848167624,92.10473258594375,14.0,403.502,
N1,200858,bridge,bridge 429,21.27275190547185,92.1050428269076,23.5,403.509,A
N1,200859,link,link 430,21.270196588966527,92.10709790915085,884.0,403.951,
N1,200860,bridge,bridge 430,21.2676412724612,92.1091529913941,11.1,404.393,C
N1,200861,link,link 431,21.2673874077452,92.10951252117036,94.0,404.44,
N1,200862,bridge,bridge 431,21.2671335430292,92.1098720509466,50.6,404.487,C
N1,200863,link,link 432,21.26635844543885,92.11096976419961,287.0,404.6305,
N1,200864,bridge,bridge 432,21.2655833478485,92.1120674774526,11.5,404.774,C
N1,200865,link,link 433,21.186538226937273,92.14966307385845,954.0,405.251,
N1,200866,bridge,bridge 433,21.10749310602605,92.1872586702643,7.05,405.728,C
N1,200867,link,link 434,21.183058664341672,92.15398832729994,241.0,405.8485,
N1,200868,bridge,bridge 434,21.2586242226573,92.1207179843356,2.4,405.969,A
N1,200869,link,link 435,21.2578396595429,92.1215672439535,249.0,406.0935,
N1,200870,bridge,bridge 435,21.2570550964285,92.1224165035714,17.0,406.218,A
N1,200871,link,link 436,21.256130765787447,92.12340185722499,299.0,406.3675,
N1,200872,bridge,bridge 436,21.2552064351464,92.1243872108786,2.4,406.517,A
N1,200873,link,link 437,21.254504617573197,92.1254921504393,274.0,406.654,
N1,200874,bridge,bridge 437,21.2538028,92.12659709,11.1,406.791,C
N1,200875,link,link 438,21.25212825,92.128673195,448.0,407.015,
N1,200876,bridge,bridge 438,21.2504537,92.1307493,8.5,407.239,C
N1,200877,link,link 439,21.24970909359795,92.1317951956466,546.0,407.512,
N1,200878,bridge,bridge 439,21.2489644871959,92.1328410912932,2.4,407.785,C
N1,200879,link,link 440,21.2473453732646,92.13507264931326,450.0,408.01,
N1,200880,bridge,bridge 440,21.2457262593333,92.1373042073333,20.7,408.235,B
N1,200881,link,link 441,21.23830236897355,92.14903067668645,3575.0,410.02250000000004,
N1,200882,bridge,bridge 441,21.2308784786138,92.1607571460396,2.0,411.81,A
N1,200883,link,link 442,21.23009700594055,92.16105664554455,198.0,411.909,
N1,200884,bridge,bridge 442,21.2293155332673,92.1613561450495,11.3,412.008,C
N1,200885,link,link 443,21.2254177545124,92.1615297020702,923.0,412.4695,
N1,200886,bridge,bridge 443,21.2215199757575,92.1617032590909,2.2,412.931,B
N1,200887,link,link 444,21.22024002887875,92.16189050854544,304.0,413.08299999999997,
N1,200888,bridge,bridge 444,21.218960082,92.162077758,10.9,413.235,C
N1,200889,link,link 445,21.218168065125,92.162280874875,195.0,413.3325,
N1,200890,bridge,bridge 445,21.21737604825,92.16248399175,2.1,413.43,C
N1,200891,link,link 446,21.216693817194297,92.1630740740928,230.0,413.545,
N1,200892,bridge,bridge 446,21.2160115861386,92.1636641564356,2.0,413.66,A
N1,200893,link,link 447,21.215473774701948,92.1646076797484,241.0,413.7805,
N1,200894,bridge,bridge 447,21.2149359632653,92.1655512030612,1.8,413.901,A
N1,200895,link,link 448,21.214683412244852,92.16597897397955,99.0,413.95050000000003,
N1,200896,bridge,bridge 448,21.2144308612244,92.1664067448979,2.2,414.0,A
N1,200897,link,link 449,21.210367794791303,92.16821238140415,1056.0,414.528,
N1,200898,bridge,bridge 449,21.2063047283582,92.1700180179104,6.4,415.056,A
N1,200899,link,link 450,21.205322857822352,92.17018737185839,240.0,415.176,
N1,200900,bridge,bridge 450,21.2043409872865,92.1703567258064,2.2,415.296,A
N1,200901,link,link 451,21.2031540802656,92.17037869677415,278.0,415.435,
N1,200902,bridge,bridge 451,21.2019671732447,92.1704006677419,3.1,415.574,A
N1,200903,link,link 452,21.199799795914352,92.1704889661718,483.0,415.81550000000004,
N1,200904,bridge,bridge 452,21.197632418584,92.1705772646017,39.0,416.057,C
N1,200905,link,link 453,21.196473974581252,92.1705423653587,297.0,416.20550000000003,
N1,200906,bridge,bridge 453,21.1953155305785,92.1705074661157,3.0,416.354,A
N1,200907,link,link 454,21.1930443147145,92.1692888930195,612.0,416.65999999999997,
N1,200908,bridge,bridge 454,21.1907730988505,92.1680703199233,9.4,416.966,B
N1,200909,link,link 455,21.1898325169307,92.16697383786101,324.0,417.12800000000004,
N1,200910,bridge,bridge 455,21.1888919350109,92.1658773557987,15.4,417.29,D
N1,200911,link,link 456,21.1864331832422,92.16259000036,941.0,417.7605,
N1,200912,bridge,bridge 456,21.1839744314735,92.1593026449213,1.2,418.231,A
N1,200913,link,link 457,21.1812681825944,92.15836838935147,529.0,418.4955,
N1,200914,bridge,bridge 457,21.1785619337153,92.15743413378165,3.1,418.76,C
N1,200915,link,link 458,21.1769913717959,92.15684337368091,518.0,419.019,
N1,200916,bridge,bridge 458,21.1754208098765,92.1562526135802,48.5,419.278,D
N1,200917,link,link 459,21.1739518081297,92.15577332327945,352.0,419.454,
N1,200918,bridge,bridge 459,21.1724828063829,92.1552940329787,9.4,419.63,C
N1,200919,link,link 460,21.1714275782943,92.15501640476094,250.0,419.755,
N1,200920,bridge,bridge 460,21.1703723502057,92.1547387765432,26.3,419.88,B
N1,200921,link,link 461,21.1695968570383,92.15420058633609,213.0,419.9865,
N1,200922,bridge,bridge 461,21.1688213638709,92.153662396129,9.4,420.093,C
N1,200923,link,link 462,21.168527147389952,92.15340418897355,87.0,420.1365,
N1,200924,bridge,bridge 462,21.168232930909,92.1531459818181,3.0,420.18,A
N1,200925,link,link 463,21.16744913956515,92.15274181521735,226.0,420.293,
N1,200926,bridge,bridge 463,21.1666653482213,92.1523376486166,9.3,420.406,B
N1,200927,link,link 464,21.16492525052954,92.15232575660741,131.0,420.4715,
N1,200928,bridge,bridge 464,21.163185152837777,92.15231386459823,2.9625,420.537,C
N1,200929,link,link 465,21.16081931374279,92.15241671398921,821.0,420.9475,
N1,200930,bridge,bridge 465,21.1584534746478,92.1525195633802,3.0,421.358,C
N1,200931,link,link 466,21.1554583769465,92.1529670750863,723.0,421.71950000000004,
N1,200932,bridge,bridge 466,21.1524632792452,92.1534145867924,9.4,422.081,C
N1,200933,link,link 467,21.151176964157898,92.15431510417685,366.0,422.264,
N1,200934,bridge,bridge 467,21.1498906490706,92.1552156215613,15.2,422.447,C
N1,200935,link,link 468,21.148829161709997,92.1561291233271,337.0,422.6155,
N1,200936,bridge,bridge 468,21.1477676743494,92.1570426250929,57.8,422.784,C
N1,200937,link,link 469,21.14515696459405,92.15823592061095,658.0,423.113,
N1,200938,bridge,bridge 469,21.1425462548387,92.159429216129,3.3,423.442,B
N1,200939,link,link 470,21.141705510503897,92.1599757222436,228.0,423.55600000000004,
N1,200940,bridge,bridge 470,21.1408647661691,92.1605222283582,15.4,423.67,C
N1,200941,link,link 471,21.139935503428617,92.16218518451235,134.0,423.73699999999997,
N1,200942,bridge,bridge 471,21.139006240688133,92.1638481406665,12.866666666666667,423.804,C
N1,200943,link,link 472,21.138536368188866,92.16452297033325,467.0,424.0375,
N1,200944,bridge,bridge 472,21.1380664956896,92.1651978,1.2,424.271,A
N1,200945,link,link 473,21.13783947608905,92.16662825267176,306.0,424.424,
N1,200946,bridge,bridge 473,21.1376124564885,92.1680587053435,12.3,424.577,D
N1,200947,link,link 474,21.13686871964545,92.17101664593984,206.0,424.68,
N1,200948,bridge,bridge 474,21.1361249828024,92.17397458653619,1.25,424.783,C
N1,200949,link,link 475,21.13636875936995,92.17423868311184,484.0,425.025,
N1,200950,bridge,bridge 475,21.1366125359375,92.1745027796875,15.2,425.267,C
N1,200951,link,link 476,21.136326916795,92.1752798867921,188.0,425.361,
N1,200952,bridge,bridge 476,21.1360412976525,92.1760569938967,4.8,425.455,A
N1,200953,link,link 477,21.1351400500408,92.17760785545035,427.0,425.6685,
N1,200954,bridge,bridge 477,21.1342388024291,92.179158717004,3.3,425.882,A
N1,200955,link,link 478,21.1330678448927,92.18192522660544,673.0,426.2185,
N1,200956,bridge,bridge 478,21.1318968873563,92.1846917362069,4.7,426.555,B
N1,200957,link,link 479,21.13093530448895,92.18575379422956,326.0,426.71799999999996,
N1,200958,bridge,bridge 479,21.1299737216216,92.1868158522522,1.2,426.881,C
N1,200959,link,link 480,21.129870909909897,92.18693142672669,34.0,426.898,
N1,200960,bridge,bridge 480,21.1297680981982,92.1870470012012,7.9,426.915,D
N1,200961,link,link 481,21.12938709009005,92.18747530660659,126.0,426.978,
N1,200962,bridge,bridge 481,21.1290060819819,92.187903612012,1.2,427.041,A
N1,200963,link,link 482,21.128547965090025,92.18841859827324,113.0,427.09749999999997,
N1,200964,bridge,bridge 482,21.12808984819815,92.18893358453451,1.2,427.154,B
N1,200965,link,link 483,21.126596768461077,92.19015052728206,468.0,427.38800000000003,
N1,200966,bridge,bridge 483,21.125103688724,92.1913674700296,6.4,427.622,D
N1,200967,link,link 484,21.1244320913769,92.19176317904464,182.0,427.71299999999997,
N1,200968,bridge,bridge 484,21.1237604940298,92.1921588880597,3.35,427.804,A
N1,200969,link,link 485,21.1233356509972,92.1924406188086,114.0,427.861,
N1,200970,bridge,bridge 485,21.1229108079646,92.1927223495575,13.0,427.918,C
N1,200971,link,link 486,21.12272276238935,92.19284145486719,51.0,427.9435,
N1,200972,bridge,bridge 486,21.1225347168141,92.1929605601769,3.2,427.969,A
N1,200973,link,link 487,21.1220523042894,92.1932387630296,126.0,428.03200000000004,
N1,200974,bridge,bridge 487,21.1215698917647,92.1935169658823,72.94999999999999,428.095,C
N1,200975,link,link 488,21.120015415053302,92.1949045974489,483.0,428.3365,
N1,200976,bridge,bridge 488,21.1184609383419,92.1962922290155,3.4,428.578,A
N1,200977,link,link 489,21.11721764224785,92.19668336066155,312.0,428.734,
N1,200978,bridge,bridge 489,21.1159743461538,92.1970744923076,2.8,428.89,A
N1,200979,link,link 490,21.11526619787795,92.19754766193626,191.0,428.9855,
N1,200980,bridge,bridge 490,21.1145580496021,92.1980208315649,12.8,429.081,D
N1,200981,link,link 491,21.11322553224785,92.19930681684625,410.0,429.286,
N1,200982,bridge,bridge 491,21.1118930148936,92.2005928021276,1.2,429.491,A
N1,200983,link,link 492,21.1113515828436,92.20134424820665,124.0,429.553,
N1,200984,bridge,bridge 492,21.1108101507936,92.2020956942857,1.2,429.615,A
N1,200985,link,link 493,21.11034702063485,92.20273767142855,104.0,429.66700000000003,
N1,200986,bridge,bridge 493,21.1098838904761,92.2033796485714,1.2,429.719,A
N1,200987,link,link 494,21.10932761733105,92.2041087591694,193.0,429.8155,
N1,200988,bridge,bridge 494,21.108771344186,92.2048378697674,2.8,429.912,A
N1,200989,link,link 495,21.108543939534847,92.20508592558136,160.0,429.99199999999996,
N1,200990,bridge,bridge 495,21.1083165348837,92.2053339813953,2.8,430.072,A
N1,200991,link,link 496,21.108074917441847,92.20572064297035,215.0,430.17949999999996,
N1,200992,bridge,bridge 496,21.1078333,92.2061073045454,1.2,430.287,A
N1,200993,link,link 497,21.106563866666647,92.20675273227269,295.0,430.43449999999996,
N1,200994,bridge,bridge 497,21.1052944333333,92.20739816,1.2,430.582,C
N1,200995,link,link 498,21.10366200184105,92.20766880761624,396.0,430.78,
N1,200996,bridge,bridge 498,21.1020295703488,92.2079394552325,34.2,430.978,C
N1,200997,link,link 499,21.1013034924471,92.20825875307075,189.0,431.0725,
N1,200998,bridge,bridge 499,21.1005774145454,92.208578050909,3.0,431.167,A
N1,200999,link,link 500,21.099724223062147,92.2091179833492,231.0,431.2825,
N1,201000,bridge,bridge 500,21.0988710315789,92.2096579157894,1.2,431.398,A
N1,201001,link,link 501,21.096951148746797,92.21055900664155,479.0,431.63750000000005,
N1,201002,bridge,bridge 501,21.0950312659147,92.2114600974937,2.7,431.877,A
N1,201003,link,link 502,21.09473824072675,92.21156818020046,69.0,431.91150000000005,
N1,201004,bridge,bridge 502,21.0944452155388,92.2116762629072,2.7,431.946,A
N1,201005,link,link 503,21.093413973275702,92.21199370518775,244.0,432.068,
N1,201006,bridge,bridge 503,21.0923827310126,92.2123111474683,4.2,432.19,A
N1,201007,link,link 504,21.09145437742115,92.2125978688405,221.0,432.3005,
N1,201008,bridge,bridge 504,21.0905260238297,92.2128845902127,2.7,432.411,A
N1,201009,link,link 505,21.089696528966847,92.21329007863235,209.0,432.5155,
N1,201010,bridge,bridge 505,21.088867034104,92.213695567052,1.2,432.62,A
N1,201011,link,link 506,21.08791309190745,92.21426597095375,245.0,432.7425,
N1,201012,bridge,bridge 506,21.0869591497109,92.2148363748555,2.8,432.865,A
N1,201013,link,link 507,21.08672942485545,92.21497373742775,59.0,432.8945,
N1,201014,bridge,bridge 507,21.0864997,92.2151111,1.2,432.924,A
N1,201015,link,link 508,21.08545610197625,92.21551547272725,254.0,433.051,
N1,201016,bridge,bridge 508,21.0844125039525,92.2159198454545,14.0,433.178,B
N1,201017,link,link 509,21.0833272249492,92.2162605315861,263.0,433.30949999999996,
N1,201018,bridge,bridge 509,21.0822419459459,92.2166012177177,1.2,433.441,A
N1,201019,link,link 510,21.081342465830048,92.2170026445731,224.0,433.553,
N1,201020,bridge,bridge 510,21.0804429857142,92.2174040714285,1.0,433.665,A
N1,201021,link,link 511,21.079833665845598,92.21776368322381,161.0,433.7455,
N1,201022,bridge,bridge 511,21.079224345977,92.2181232950191,1.0,433.826,A
N1,201023,link,link 512,21.0782534554885,92.2190266821249,298.0,433.975,
N1,201024,bridge,bridge 512,21.077282565,92.2199300692307,3.0,434.124,A
N1,201025,link,link 513,21.0764998626158,92.220682733264,246.0,434.247,
N1,201026,bridge,bridge 513,21.0757171602316,92.2214353972973,6.1,434.37,C
N1,201027,link,link 514,21.07494747258155,92.2218421709089,203.0,434.4715,
N1,201028,bridge,bridge 514,21.0741777849315,92.2222489445205,5.8,434.573,A
N1,201029,link,link 515,21.07270483028625,92.2232706565551,440.0,434.793,
N1,201030,bridge,bridge 515,21.071231875641,92.2242923685897,5.8,435.013,B
N1,201031,link,link 516,21.07038410448715,92.22443056762815,207.0,435.1165,
N1,201032,bridge,bridge 516,21.0695363333333,92.2245687666666,7.5,435.22,C
N1,201033,link,link 517,21.06728809080455,92.22455165823749,528.0,435.48400000000004,
N1,201034,bridge,bridge 517,21.0650398482758,92.2245345498084,1.2,435.748,A
N1,201035,link,link 518,21.06245675502025,92.22545837956105,640.0,436.068,
N1,201036,bridge,bridge 518,21.0598736617647,92.2263822093137,30.9,436.388,C
N1,201037,link,link 519,21.058931712461252,92.22644562746385,212.0,436.494,
N1,201038,bridge,bridge 519,21.0579897631578,92.226509045614,1.2,436.6,C
N1,201039,link,link 520,21.056640159688776,92.22678051813205,189.0,436.6945,
N1,201040,bridge,bridge 520,21.05529055621975,92.2270519906501,10.600000000000001,436.789,D
N1,201041,link,link 521,21.053615607739474,92.22837424285589,695.0,437.13649999999996,
N1,201042,bridge,bridge 521,21.0519406592592,92.2296964950617,2.8,437.484,C
N1,201043,link,link 522,21.051394632804197,92.23160481604936,477.0,437.72249999999997,
N1,201044,bridge,bridge 522,21.0508486063492,92.233513137037,1.2,437.961,C
N1,201045,link,link 523,21.048654227190298,92.2343168882035,545.0,438.2335,
N1,201046,bridge,bridge 523,21.0464598480314,92.23512063937,31.7,438.506,C
N1,201047,link,link 524,21.0443625246454,92.2359379228336,501.0,438.75649999999996,
N1,201048,bridge,bridge 524,21.0422652012594,92.2367552062972,1.2,439.007,C
N1,201049,link,link 525,21.041353026370402,92.23720466351895,228.0,439.121,
N1,201050,bridge,bridge 525,21.0404408514814,92.2376541207407,1.2,439.235,C
N1,201051,link,link 526,21.039042905555497,92.23835307777776,344.0,439.40700000000004,
N1,201052,bridge,bridge 526,21.0376449596296,92.2390520348148,6.2,439.579,A
N1,201053,link,link 527,21.035837902693,92.23987920338524,449.0,439.8035,
N1,201054,bridge,bridge 527,21.0340308457564,92.2407063719557,32.1,440.028,C
N1,201055,link,link 528,21.03099265691775,92.24114609826594,696.0,440.376,
N1,201056,bridge,bridge 528,21.0279544680791,92.2415858245762,4.4,440.724,A
N1,201057,link,link 529,21.0268071699247,92.2416949972163,253.0,440.8505,
N1,201058,bridge,bridge 529,21.0256598717703,92.2418041698564,2.9,440.977,A
N1,201059,link,link 530,21.022734309438853,92.24230909877114,689.0,441.3215,
N1,201060,bridge,bridge 530,21.0198087471074,92.2428140276859,2.8,441.666,A
N1,201061,link,link 531,21.018575251573,92.24332625200715,308.0,441.82,
N1,201062,bridge,bridge 531,21.0173417560386,92.2438384763284,2.8,441.974,A
N1,201063,link,link 532,21.016635395206798,92.2442975881642,187.0,442.0675,
N1,201064,bridge,bridge 532,21.015929034375,92.2447567,1.9,442.161,A
N1,201065,link,link 533,21.0128488406052,92.2471472120253,863.0,442.5925,
N1,201066,bridge,bridge 533,21.0097686468354,92.2495377240506,45.6,443.024,C
N1,201067,link,link 534,21.0077969715309,92.25090878148279,540.0,443.294,
N1,201068,bridge,bridge 534,21.0058252962264,92.252279838915,2.8,443.564,B
N1,201069,link,link 535,21.002615596427802,92.2530006327159,751.0,443.9395,
N1,201070,bridge,bridge 535,20.9994058966292,92.2537214265168,12.5,444.315,C
N1,201071,link,link 536,20.9943820795814,92.25414632963304,1163.0,444.8965,
N1,201072,bridge,bridge 536,20.9893582625336,92.2545712327493,29.9,445.478,C
N1,201073,link,link 537,20.98534499073985,92.2533423579105,957.0,445.9565,
N1,201074,bridge,bridge 537,20.9813317189461,92.2521134830717,1.2,446.435,C
N1,201075,link,link 538,20.98017984815015,92.2516681649663,275.0,446.5725,
N1,201076,bridge,bridge 538,20.9790279773542,92.2512228468609,36.6,446.71,C
N1,201077,link,link 539,20.975787564767423,92.2502721150941,374.0,446.897,
N1,201078,bridge,bridge 539,20.97254715218065,92.2493213833273,2.0,447.084,A
N1,201079,link,link 540,20.972912664592023,92.24934874927105,317.0,447.2425,
N1,201080,bridge,bridge 540,20.9732781770034,92.2493761152148,30.4,447.401,C
N1,201081,link,link 541,20.9705657960647,92.24917410508635,653.0,447.72749999999996,
N1,201082,bridge,bridge 541,20.967853415126,92.2489720949579,8.8,448.054,B
N1,201083,link,link 542,20.96602134858465,92.25042693261825,527.0,448.3175,
N1,201084,bridge,bridge 542,20.9641892820433,92.2518817702786,1.2,448.581,A
N1,201085,link,link 543,20.96280621334305,92.25256788156784,345.0,448.75350000000003,
N1,201086,bridge,bridge 543,20.9614231446428,92.2532539928571,9.2,448.926,A
N1,201087,link,link 544,20.960684070003502,92.25348636596495,175.0,449.0135,
N1,201088,bridge,bridge 544,20.9599449953642,92.2537187390728,41.75,449.101,C
N1,201089,link,link 545,20.95852250415265,92.25418569894815,338.0,449.27,
N1,201090,bridge,bridge 545,20.9571000129411,92.2546526588235,1.2,449.439,A
N1,201091,link,link 546,20.953122572606,92.25653677343564,1007.0,449.9425,
N1,201092,bridge,bridge 546,20.9491451322709,92.2584208880478,36.35,450.446,C
N1,201093,link,link 547,20.948384685980624,92.25897335298302,153.0,450.52250000000004,
N1,201094,bridge,bridge 547,20.94762423969035,92.25952581791825,2.1,450.599,A
N1,201095,link,link 548,20.946737516101827,92.25992955895913,344.0,450.77099999999996,
N1,201096,bridge,bridge 548,20.9458507925133,92.2603333,1.2,450.943,A
N1,201097,link,link 549,20.9443196576928,92.260465056117,385.0,451.1355,
N1,201098,bridge,bridge 549,20.9427885228723,92.260596812234,38.3,451.328,C
N1,201099,link,link 550,20.940046891436147,92.26148589111699,656.0,451.65599999999995,
N1,201100,bridge,bridge 550,20.93730526,92.26237497,50.3,451.984,B
N1,201101,link,link 551,20.93486564597935,92.262994185,577.0,452.2725,
