road,id,model_type,name,lat,lon,length,chainage,condition
N1,200000,sourcesink,sourcesink,23.7060278,90.443333,0.0,0.0,
N1,200001,link,link 1,23.592875727776523,90.60132335027487,1800.0,0.9,
N1,200002,bridge,bridge 1,23.479723655553048,90.75931370054975,7.325,1.8,A
N1,200003,link,link 2,23.592391774060275,90.64126392345052,7176.0,5.388000000000001,
N1,200004,bridge,bridge 2,23.7050598925675,90.5232141463513,395.615,8.976,C
N1,200005,link,link 3,23.7007299897392,90.529156563228,1567.0,9.7595,
N1,200006,bridge,bridge 3,23.6964000869109,90.5350989801047,8.0,10.543,B
N1,200007,link,link 4,22.785687893585916,91.10752871355041,337.0,10.711500000000001,
N1,200008,bridge,bridge 4,21.874975700260933,91.67995844699611,2.9,10.88,A
N1,200009,link,link 5,22.784639043588367,91.10883290947936,17.0,10.8885,
N1,200010,bridge,bridge 5,23.6943023869158,90.5377073719626,6.3,10.897,A
N1,200011,link,link 6,23.693331269392452,90.5393128808411,399.0,11.096499999999999,
N1,200012,bridge,bridge 6,23.6923601518691,90.5409183897196,8.3,11.296,A
N1,200013,link,link 7,23.6916360416921,90.54319044273855,512.0,11.552,
N1,200014,bridge,bridge 7,23.6909119315151,90.5454624957575,10.6,11.808,B
N1,200015,link,link 8,23.68966212876775,90.54701051241955,431.0,12.0235,
N1,200016,bridge,bridge 8,23.6884123260204,90.5485585290816,9.3,12.239,A
N1,200017,link,link 9,23.6883660295918,90.5486041683673,14.0,12.246,
N1,200018,bridge,bridge 9,23.6883197331632,90.548649807653,6.1,12.253,A
N1,200019,link,link 10,23.686896117821902,90.54996669322821,407.0,12.4565,
N1,200020,bridge,bridge 10,23.6854725024806,90.5512835788034,27.1,12.66,A
N1,200021,link,link 11,23.6816380012403,90.55355150690166,914.0,13.117,
N1,200022,bridge,bridge 11,23.6778035,90.5558194349999,11.9,13.574,A
N1,200023,link,link 12,23.67055628480745,90.55983821489846,1891.0,14.5195,
N1,200024,bridge,bridge 12,23.6633090696149,90.563856994797,5.55,15.465,B
N1,200025,link,link 13,23.65886738736425,90.5702936098985,1669.0,16.299500000000002,
N1,200026,bridge,bridge 13,23.6544257051136,90.576730225,159.51,17.134,C
N1,200027,link,link 14,23.6537987002854,90.57775098494837,88.0,17.178,
N1,200028,bridge,bridge 14,23.6531716954572,90.57877174489673,20.308333333333334,17.222,B
N1,200029,link,link 15,23.651463047406,90.58166037672251,871.0,17.6575,
N1,200030,bridge,bridge 15,23.6497543993548,90.5845490085483,25.166666666666664,18.093,B
N1,200031,link,link 16,23.647861497135,90.5868804949521,649.0,18.4175,
N1,200032,bridge,bridge 16,23.6459685949152,90.5892119813559,40.39833333333333,18.742,C
N1,200033,link,link 17,23.6419614832268,90.5914396895241,1018.0,19.251,
N1,200034,bridge,bridge 17,23.6379543715384,90.5936673976923,6.0,19.76,A
N1,200035,link,link 18,23.6358797957692,90.59553074134615,637.0,20.0785,
N1,200036,bridge,bridge 18,23.63380522,90.597394085,10.4,20.397,B
N1,200037,link,link 19,23.6311360353846,90.59984782865385,787.0,20.7905,
N1,200038,bridge,bridge 19,23.6284668507692,90.6023015723077,88.905,21.184,A
N1,200039,link,link 20,23.624175036860002,90.6053272287768,1144.0,21.756,
N1,200040,bridge,bridge 20,23.6198832229508,90.6083528852459,5.5,22.328,B
N1,200041,link,link 21,23.61876200971065,90.60895174791705,268.0,22.462,
N1,200042,bridge,bridge 21,23.6176407964705,90.6095506105882,221.14166666666665,22.596,B
N1,200043,link,link 22,23.615614090427748,90.61022678336894,485.0,22.8385,
N1,200044,bridge,bridge 22,23.613587384385,90.6109029561497,119.05666666666667,23.081,B
N1,200045,link,link 23,23.60817348647165,90.61321732635861,1312.0,23.737000000000002,
N1,200046,bridge,bridge 23,23.6027595885583,90.6155316965675,912.425,24.393,C
N1,200047,link,link 24,23.5978707356738,90.6217508168297,1722.0,25.253999999999998,
N1,200048,bridge,bridge 24,23.5929818827893,90.6279699370919,5.6,26.115,A
N1,200049,link,link 25,23.59189536876805,90.62910339845101,337.0,26.2835,
N1,200050,bridge,bridge 25,23.5908088547468,90.6302368598101,5.5,26.452,A
N1,200051,link,link 26,23.588563488643402,90.6323731402597,668.0,26.786,
N1,200052,bridge,bridge 26,23.58631812254,90.6345094207093,5.6,27.12,A
N1,200053,link,link 27,23.58214907369375,90.6382143648516,1195.0,27.7175,
N1,200054,bridge,bridge 27,23.5779800248475,90.6419193089939,170.2375,28.315,A
N1,200055,link,link 28,23.574805325272,90.64366761633906,823.0,28.7265,
N1,200056,bridge,bridge 28,23.5716306256965,90.6454159236842,29.526666666666664,29.138,A
N1,200057,link,link 29,23.5688170106743,90.6470198242062,704.0,29.490000000000002,
N1,200058,bridge,bridge 29,23.5660033956521,90.6486237247282,34.7,29.842,A
N1,200059,link,link 30,23.56259721264085,90.65218564754925,1066.0,30.375,
N1,200060,bridge,bridge 30,23.5591910296296,90.6557475703703,26.85,30.908,B
N1,200061,link,link 31,23.55744965987805,90.6577444974636,564.0,31.19,
N1,200062,bridge,bridge 31,23.5557082901265,90.6597414245569,29.556666666666665,31.472,A
N1,200063,link,link 32,23.55372524042405,90.6620476499073,649.0,31.7965,
N1,200064,bridge,bridge 32,23.5517421907216,90.6643538752577,29.561666666666667,32.121,A
N1,200065,link,link 33,23.5497399676822,90.66670464253954,656.0,32.449,
N1,200066,bridge,bridge 33,23.5477377446428,90.6690554098214,9.1,32.777,A
N1,200067,link,link 34,22.928898269934674,91.05770392351475,19.0,32.786500000000004,
N1,200068,bridge,bridge 34,22.31005879522655,91.4463524372081,3.25,32.796,A
N1,200069,link,link 35,22.926372113238273,91.06059082485405,795.0,33.1935,
N1,200070,bridge,bridge 35,23.54268543125,90.6748292125,63.53,33.591,A
N1,200071,link,link 36,23.541038224025,90.67664350065,520.0,33.851,
N1,200072,bridge,bridge 36,23.5393910168,90.6784577888,5.1,34.111,C
N1,200073,link,link 37,23.5353953386611,90.68295335738,1297.0,34.7595,
N1,200074,bridge,bridge 37,23.5313996605222,90.68744892596,25.133333333333333,35.408,B
N1,200075,link,link 38,23.530775811586402,90.68862205484746,299.0,35.557500000000005,
N1,200076,bridge,bridge 38,23.5301519626506,90.6897951837349,8.4,35.707,A
N1,200077,link,link 39,23.530268217975298,90.69611772901746,1303.0,36.3585,
N1,200078,bridge,bridge 39,23.5303844733,90.7024402743,1408.8,37.01,C
N1,200079,link,link 40,23.53140153665,90.71336049885,2294.0,38.157,
N1,200080,bridge,bridge 40,23.5324186,90.7242807234,22.450000000000003,39.304,C
N1,200081,link,link 41,23.532088691599952,90.72672936645,556.0,39.582,
N1,200082,bridge,bridge 41,23.5317587831999,90.7291780095,6.0,39.86,B
N1,200083,link,link 42,23.53078192214995,90.74371562975,3076.0,41.397999999999996,
N1,200084,bridge,bridge 42,23.5298050611,90.75825325,16.5,42.936,C
N1,200085,link,link 43,23.530285294660402,90.76916648757665,2228.0,44.05,
N1,200086,bridge,bridge 43,23.5307655282208,90.7800797251533,3.9,45.164,C
N1,200087,link,link 44,23.5308169345816,90.785943621163,1707.0,46.0175,
N1,200088,bridge,bridge 44,23.5308683409424,90.7918075171727,6.5,46.871,C
N1,200089,link,link 45,23.5313459087212,90.80141151533635,1513.0,47.6275,
N1,200090,bridge,bridge 45,23.5318234765,90.8110155135,15.9,48.384,C
N1,200091,link,link 46,23.5323989028,90.82099649484995,2174.0,49.471000000000004,
N1,200092,bridge,bridge 46,23.5329743291,90.8309774761999,12.2,50.558,A
N1,200093,link,link 47,23.52794549715,90.83759804469994,1755.0,51.435500000000005,
N1,200094,bridge,bridge 47,23.5229166652,90.8442186132,4.5,52.313,C
N1,200095,link,link 48,23.5165022117035,90.85996950836764,3693.0,54.1595,
N1,200096,bridge,bridge 48,23.510087758207,90.8757204035353,28.9,56.006,C
N1,200097,link,link 49,23.508045096153502,90.88894747121765,2832.0,57.422,
N1,200098,bridge,bridge 49,23.5060024341,90.9021745389,5.9,58.838,B
N1,200099,link,link 50,23.505807787850003,90.91182028035,1992.0,59.834,
N1,200100,bridge,bridge 50,23.5056131416,90.9214660218,3.0,60.83,B
N1,200101,link,link 51,23.5040104632,90.9323539573,2268.0,61.964,
N1,200102,bridge,bridge 51,23.5024077848,90.9432418928,6.0,63.098,B
N1,200103,link,link 52,23.5018814886,90.94531315084996,440.0,63.318,
N1,200104,bridge,bridge 52,23.5013551924,90.9473844088999,3.0,63.538,A
N1,200105,link,link 53,23.4986257532,90.95948083024994,2640.0,64.858,
N1,200106,bridge,bridge 53,23.495896314,90.9715772516,4.6,66.178,B
N1,200107,link,link 54,23.4945845643,90.9801486466,1862.0,67.10900000000001,
N1,200108,bridge,bridge 54,23.4932728146,90.9887200416,4.5,68.04,A
N1,200109,link,link 55,23.4900767041627,91.0031433671235,3116.0,69.59800000000001,
N1,200110,bridge,bridge 55,23.4868805937254,91.017566692647,22.825000000000003,71.156,C
N1,200111,link,link 56,23.484333958515947,91.0319507888608,3123.0,72.7175,
N1,200112,bridge,bridge 56,23.4817873233065,91.0463348850746,4.6,74.279,B
N1,200113,link,link 57,23.48176857658745,91.05134492687941,1033.0,74.7955,
N1,200114,bridge,bridge 57,23.4817498298684,91.0563549686842,4.6,75.312,B
N1,200115,link,link 58,23.4811814579342,91.0618823689421,1169.0,75.8965,
N1,200116,bridge,bridge 58,23.480613086,91.0674097692,1.5,76.481,A
N1,200117,link,link 59,23.479142685550002,91.07607520425,1901.0,77.4315,
N1,200118,bridge,bridge 59,23.4776722851,91.0847406393,1.0,78.382,C
N1,200119,link,link 60,23.4778940950191,91.0958869233537,2567.0,79.66550000000001,
N1,200120,bridge,bridge 60,23.4781159049382,91.1070332074074,3.0,80.949,B
N1,200121,link,link 61,23.47876214650575,91.1154626449881,1488.0,81.693,
N1,200122,bridge,bridge 61,23.4794083880733,91.1238920825688,1.4,82.437,A
N1,200123,link,link 62,23.47947665603665,91.1264696132844,552.0,82.713,
N1,200124,bridge,bridge 62,23.479544924,91.129047144,2.9,82.989,A
N1,200125,link,link 63,23.4615894419136,91.13920697955939,4724.0,85.351,
N1,200126,bridge,bridge 63,23.4436339598272,91.1493668151188,23.125,87.713,C
N1,200127,link,link 64,23.432441365159498,91.15863057617764,3379.0,89.4025,
N1,200128,bridge,bridge 64,23.4212487704918,91.1678943372365,35.935,91.092,C
N1,200129,link,link 65,23.4165905967538,91.18089866107854,2508.0,92.346,
N1,200130,bridge,bridge 65,23.4119324230158,91.1939029849206,27.625,93.6,C
N1,200131,link,link 66,23.40479212140225,91.20866255980326,3657.0,95.4285,
N1,200132,bridge,bridge 66,23.3976518197887,91.2234221346859,27.625,97.257,C
N1,200133,link,link 67,23.38450829764435,91.23421983809291,3681.0,99.0975,
N1,200134,bridge,bridge 67,23.3713647755,91.2450175414999,30.439999999999998,100.938,A
N1,200135,link,link 68,23.36176422646905,91.25115430808614,2518.0,102.197,
N1,200136,bridge,bridge 68,23.3521636774381,91.2572910746724,22.84,103.456,C
N1,200137,link,link 69,23.34741757471905,91.26088835533619,1297.0,104.1045,
N1,200138,bridge,bridge 69,23.342671472,91.264485636,14.3,104.753,A
N1,200139,link,link 70,23.3364088522,91.2696824592,1766.0,105.636,
N1,200140,bridge,bridge 70,23.3301462324,91.2748792824,24.0,106.519,A
N1,200141,link,link 71,23.3241079596569,91.27898300728505,1606.0,107.322,
N1,200142,bridge,bridge 71,23.3180696869138,91.2830867321701,9.2,108.125,A
N1,200143,link,link 72,23.31321548001995,91.2848327178218,1164.0,108.707,
N1,200144,bridge,bridge 72,23.3083612731261,91.2865787034735,19.2,109.289,B
N1,200145,link,link 73,23.3058959590796,91.2877778716043,608.0,109.593,
N1,200146,bridge,bridge 73,23.3034306450331,91.2889770397351,2.6,109.897,B
N1,200147,link,link 74,23.30069908610035,91.28999558836466,654.0,110.224,
N1,200148,bridge,bridge 74,23.2979675271676,91.2910141369942,3.2,110.551,A
N1,200149,link,link 75,23.2938370829065,91.29198630405486,958.0,111.03,
N1,200150,bridge,bridge 75,23.2897066386454,91.2929584711155,13.4,111.509,A
N1,200151,link,link 76,23.28595078224255,91.2948119904027,960.0,111.989,
N1,200152,bridge,bridge 76,23.2821949258397,91.2966655096899,4.6,112.469,B
N1,200153,link,link 77,23.27760693791985,91.29981584894495,1248.0,113.09299999999999,
N1,200154,bridge,bridge 77,23.27301895,91.3029661882,6.3,113.717,B
N1,200155,link,link 78,23.2674275220297,91.3049939634069,1335.0,114.3845,
N1,200156,bridge,bridge 78,23.2618360940594,91.3070217386138,3.0,115.052,B
N1,200157,link,link 79,23.260626372029698,91.30719141930689,274.0,115.189,
N1,200158,bridge,bridge 79,23.25941665,91.3073611,3.0,115.326,B
N1,200159,link,link 80,23.258529813744047,91.30748837470375,199.0,115.4255,
N1,200160,bridge,bridge 80,23.2576429774881,91.3076156494075,3.6,115.525,B
N1,200161,link,link 81,23.255194658649252,91.3080041449644,549.0,115.7995,
N1,200162,bridge,bridge 81,23.2527463398104,91.3083926405213,4.5,116.074,B
N1,200163,link,link 82,23.24856892620145,91.30989793489024,1013.0,116.5805,
N1,200164,bridge,bridge 82,23.2443915125925,91.3114032292592,2.5,117.087,B
N1,200165,link,link 83,23.2436477872778,91.31168859162345,182.0,117.178,
N1,200166,bridge,bridge 83,23.2429040619631,91.3119739539877,19.2,117.269,B
N1,200167,link,link 84,23.241348046465,91.3122740200171,358.0,117.44800000000001,
N1,200168,bridge,bridge 84,23.2397920309669,91.3125740860465,2.6,117.627,A
N1,200169,link,link 85,23.2379339913096,91.31278214186045,422.0,117.838,
N1,200170,bridge,bridge 85,23.2360759516523,91.3129901976744,2.5,118.049,A
N1,200171,link,link 86,23.232497771808248,91.31320613276574,807.0,118.4525,
N1,200172,bridge,bridge 86,23.2289195919642,91.3134220678571,3.1,118.856,B
N1,200173,link,link 87,23.22741901961075,91.3134958927893,334.0,119.023,
N1,200174,bridge,bridge 87,23.2259184472573,91.3135697177215,2.6,119.19,B
N1,200175,link,link 88,23.2239761725175,91.31363515552741,438.0,119.40899999999999,
N1,200176,bridge,bridge 88,23.2220338977777,91.3137005933333,6.0,119.628,A
N1,200177,link,link 89,23.217614734961252,91.3145251668616,1006.0,120.131,
N1,200178,bridge,bridge 89,23.2131955721448,91.3153497403899,14.3,120.634,B
N1,200179,link,link 90,23.20911710046925,91.3158332343324,933.0,121.1005,
N1,200180,bridge,bridge 90,23.2050386287937,91.3163167282749,6.1,121.567,A
N1,200181,link,link 91,23.200613712084703,91.31699361760565,1036.0,122.085,
N1,200182,bridge,bridge 91,23.1961887953757,91.3176705069364,6.1,122.603,A
N1,200183,link,link 92,23.19181191040295,91.31928781933814,1078.0,123.142,
N1,200184,bridge,bridge 92,23.1874350254302,91.3209051317399,6.1,123.681,C
N1,200185,link,link 93,23.184615420206953,91.32089194160285,665.0,124.0135,
N1,200186,bridge,bridge 93,23.1817958149837,91.3208787514658,9.5,124.346,B
N1,200187,link,link 94,23.1772115234259,91.32072810787575,1064.0,124.878,
N1,200188,bridge,bridge 94,23.1726272318681,91.3205774642857,3.1,125.41,B
N1,200189,link,link 95,23.168070549393597,91.32108320537515,1038.0,125.929,
N1,200190,bridge,bridge 95,23.1635138669191,91.3215889464646,9.5,126.448,A
N1,200191,link,link 96,23.1581251809279,91.3229534118399,1225.0,127.06049999999999,
N1,200192,bridge,bridge 96,23.1527364949367,91.3243178772152,6.3,127.673,B
N1,200193,link,link 97,23.14820163143505,91.325492962123,1094.0,128.22,
N1,200194,bridge,bridge 97,23.1436667679334,91.3266680470308,3.5,128.767,B
N1,200195,link,link 98,23.14132804398395,91.32651329095924,524.0,129.029,
N1,200196,bridge,bridge 98,23.1389893200345,91.3263585348877,6.1,129.291,B
N1,200197,link,link 99,23.136126644315652,91.32695247568435,664.0,129.623,
N1,200198,bridge,bridge 99,23.1332639685968,91.327546416481,3.0,129.955,B
N1,200199,link,link 100,23.12925016318725,91.32896639268489,957.0,130.4335,
N1,200200,bridge,bridge 100,23.1252363577777,91.3303863688888,6.5,130.912,A
N1,200201,link,link 101,23.122466867598497,91.331601440896,665.0,131.24450000000002,
N1,200202,bridge,bridge 101,23.1196973774193,91.3328165129032,4.5,131.577,B
N1,200203,link,link 102,23.11776126640965,91.3339554989516,502.0,131.828,
N1,200204,bridge,bridge 102,23.1158251554,91.335094485,5.3,132.079,B
N1,200205,link,link 103,23.1116268002694,91.33757201430555,1076.0,132.61700000000002,
N1,200206,bridge,bridge 103,23.1074284451388,91.3400495436111,6.1,133.155,A
N1,200207,link,link 104,23.10459238289545,91.34160627126205,718.0,133.514,
N1,200208,bridge,bridge 104,23.1017563206521,91.343162998913,3.1,133.873,B
N1,200209,link,link 105,23.09955378668965,91.34432931491105,553.0,134.1495,
N1,200210,bridge,bridge 105,23.0973512527272,91.3454956309091,9.5,134.426,B
N1,200211,link,link 106,23.0951905448229,91.3466632347859,548.0,134.7,
N1,200212,bridge,bridge 106,23.0930298369186,91.3478308386627,3.1,134.974,A
N1,200213,link,link 107,23.090052603966498,91.34952049396901,749.0,135.3485,
N1,200214,bridge,bridge 107,23.0870753710144,91.3512101492753,9.25,135.723,B
N1,200215,link,link 108,23.084533162072653,91.3526956483568,652.0,136.049,
N1,200216,bridge,bridge 108,23.0819909531309,91.3541811474383,3.5,136.375,A
N1,200217,link,link 109,23.0799778289153,91.3553908252857,524.0,136.637,
N1,200218,bridge,bridge 109,23.0779647046997,91.3566005031331,14.2,136.899,B
N1,200219,link,link 110,23.07408144434985,91.35845135156654,957.0,137.3775,
N1,200220,bridge,bridge 110,23.070198184,91.3603022,6.1,137.856,B
N1,200221,link,link 111,23.06547275866665,91.36108233095236,1097.0,138.40449999999998,
N1,200222,bridge,bridge 111,23.0607473333333,91.3618624619047,4.0,138.953,B
N1,200223,link,link 112,23.0493600694444,91.3637704671703,2578.0,140.24200000000002,
N1,200224,bridge,bridge 112,23.0379728055555,91.3656784724359,10.8,141.531,A
N1,200225,link,link 113,23.032476461314303,91.365589478204,1262.0,142.162,
N1,200226,bridge,bridge 113,23.0269801170731,91.3655004839721,1.6,142.793,A
N1,200227,link,link 114,23.019692479057703,91.37174004947789,2146.0,143.86599999999999,
N1,200228,bridge,bridge 114,23.0124048410423,91.3779796149837,3.4,144.939,A
N1,200229,link,link 115,23.00582679852115,91.38687740749185,2357.0,146.1175,
N1,200230,bridge,bridge 115,22.999248756,91.3957752,1.5,147.296,A
N1,200231,link,link 116,22.9969884176401,91.39903234503815,855.0,147.7235,
N1,200232,bridge,bridge 116,22.9947280792802,91.4022894900763,23.13,148.151,B
N1,200233,link,link 117,22.9946608462922,91.40237170190835,23.0,148.16250000000002,
N1,200234,bridge,bridge 117,22.9945936133042,91.4024539137404,22.15,148.174,A
N1,200235,link,link 118,22.978021175120553,91.42272505822154,5669.0,151.0085,
N1,200236,bridge,bridge 118,22.9614487369369,91.4429962027027,96.46000000000001,153.843,C
N1,200237,link,link 119,22.95502630180175,91.461247793018,4188.0,155.937,
N1,200238,bridge,bridge 119,22.9486038666666,91.4794993833333,1.5,158.031,A
N1,200239,link,link 120,22.94910823783565,91.49078314142966,2348.0,159.20499999999998,
N1,200240,bridge,bridge 120,22.9496126090047,91.502066899526,192.36,160.379,B
N1,200241,link,link 121,22.9322886575725,91.51417821730685,4804.0,162.781,
N1,200242,bridge,bridge 121,22.9149647061403,91.5262895350877,221.515,165.183,B
N1,200243,link,link 122,22.91233879727075,91.52760901926794,642.0,165.504,
N1,200244,bridge,bridge 122,22.9097128884012,91.5289285034482,6.1,165.825,A
N1,200245,link,link 123,22.90697959196175,91.53027914053004,654.0,166.152,
N1,200246,bridge,bridge 123,22.9042462955223,91.5316297776119,3.0,166.479,A
N1,200247,link,link 124,22.89794244776115,91.53355083880595,1484.0,167.221,
N1,200248,bridge,bridge 124,22.8916386,91.5354719,3.0,167.963,A
N1,200249,link,link 125,22.883168647058802,91.5381777823529,1970.0,168.94799999999998,
N1,200250,bridge,bridge 125,22.8746986941176,91.5408836647058,4.3,169.933,A
N1,200251,link,link 126,22.873710364504802,91.54123977066226,241.0,170.05349999999999,
N1,200252,bridge,bridge 126,22.872722034892,91.5415958766187,2.0,170.174,A
N1,200253,link,link 127,22.87038920255235,91.5424461053306,551.0,170.4495,
N1,200254,bridge,bridge 127,22.8680563702127,91.5432963340425,1.5,170.725,A
N1,200255,link,link 128,22.8645220287318,91.5442257528778,829.0,171.1395,
N1,200256,bridge,bridge 128,22.8609876872509,91.5451551717131,4.3,171.554,A
N1,200257,link,link 129,22.860236237755,91.54531758524925,174.0,171.64100000000002,
N1,200258,bridge,bridge 129,22.8594847882591,91.5454799987854,2.0,171.728,A
N1,200259,link,link 130,22.8577706777659,91.54559943484725,394.0,171.925,
N1,200260,bridge,bridge 130,22.8560565672727,91.5457188709091,1.5,172.122,A
N1,200261,link,link 131,22.855602050008,91.5457705279324,108.0,172.176,
N1,200262,bridge,bridge 131,22.8551475327433,91.5458221849557,1.5,172.23,A
N1,200263,link,link 132,22.851882404606897,91.54609639836019,739.0,172.59949999999998,
N1,200264,bridge,bridge 132,22.8486172764705,91.5463706117647,8.5,172.969,A
N1,200265,link,link 133,22.84700438297205,91.54691976640865,381.0,173.15949999999998,
N1,200266,bridge,bridge 133,22.8453914894736,91.5474689210526,3.0,173.35,A
N1,200267,link,link 134,22.8444233134868,91.5478092386513,235.0,173.4675,
N1,200268,bridge,bridge 134,22.8434551375,91.54814955625,1.5,173.585,A
N1,200269,link,link 135,22.842274735463853,91.54847962571705,274.0,173.722,
N1,200270,bridge,bridge 135,22.8410943334277,91.5488096951841,3.0,173.859,A
N1,200271,link,link 136,22.8369205513348,91.5494565983209,945.0,174.3315,
N1,200272,bridge,bridge 136,22.8327467692419,91.5501035014577,3.0,174.804,A
N1,200273,link,link 137,22.83185405572185,91.5503031780224,209.0,174.9085,
N1,200274,bridge,bridge 137,22.8309613422018,91.5505028545871,4.5,175.013,A
N1,200275,link,link 138,22.82766599999995,91.55159719999995,772.0,175.399,
N1,200276,bridge,bridge 138,22.8243706577981,91.5526915454128,12.4,175.785,C
N1,200277,link,link 139,22.817967047722547,91.55447387917695,1462.0,176.51600000000002,
N1,200278,bridge,bridge 139,22.811563437647,91.5562562129411,9.5,177.247,B
N1,200279,link,link 140,22.802872394989798,91.55960873760645,2116.0,178.305,
N1,200280,bridge,bridge 140,22.7941813523326,91.5629612622718,4.5,179.363,A
N1,200281,link,link 141,22.78818912209185,91.56603191423446,1487.0,180.10649999999998,
N1,200282,bridge,bridge 141,22.7821968918511,91.5691025661971,23.2,180.85,B
N1,200283,link,link 142,22.77819699192555,91.5709881590985,975.0,181.33749999999998,
N1,200284,bridge,bridge 142,22.774197092,91.5728737519999,6.0,181.825,A
N1,200285,link,link 143,22.772224379049,91.57398213655429,493.0,182.07150000000001,
N1,200286,bridge,bridge 143,22.770251666098,91.5750905211087,9.7,182.318,A
N1,200287,link,link 144,22.766657178744353,91.57777220161395,978.0,182.80700000000002,
N1,200288,bridge,bridge 144,22.7630626913907,91.5804538821192,4.0,183.296,A
N1,200289,link,link 145,22.758314007951398,91.58452715288885,1358.0,183.975,
N1,200290,bridge,bridge 145,22.7535653245121,91.5886004236585,12.9,184.654,A
N1,200291,link,link 146,22.752102337040498,91.5897422303637,404.0,184.856,
N1,200292,bridge,bridge 146,22.7506393495689,91.5908840370689,3.0,185.058,A
N1,200293,link,link 147,22.7475765009563,91.59264196430266,784.0,185.45,
N1,200294,bridge,bridge 147,22.7445136523437,91.5943998915364,8.1,185.842,B
N1,200295,link,link 148,22.73391520390835,91.5984165159908,2508.0,187.096,
N1,200296,bridge,bridge 148,22.723316755473,91.6024331404452,3.0,188.35,A
N1,200297,link,link 149,22.7205705710057,91.6040977356072,708.0,188.704,
N1,200298,bridge,bridge 149,22.7178243865384,91.6057623307692,3.0,189.058,A
N1,200299,link,link 150,22.71754756038455,91.60593540769224,72.0,189.094,
N1,200300,bridge,bridge 150,22.7172707342307,91.6061084846153,3.0,189.13,A
N1,200301,link,link 151,22.71557173625595,91.6071718532451,450.0,189.35500000000002,
N1,200302,bridge,bridge 151,22.7138727382812,91.6082352218749,19.2,189.58,C
N1,200303,link,link 152,22.7078446211091,91.61160434138361,1527.0,190.3435,
N1,200304,bridge,bridge 152,22.701816503937,91.6149734608923,19.2,191.107,A
N1,200305,link,link 153,22.6965341093759,91.61757125914986,1301.0,191.7575,
N1,200306,bridge,bridge 153,22.6912517148148,91.6201690574074,4.2,192.408,A
N1,200307,link,link 154,22.6890607397603,91.62110381988015,542.0,192.67899999999997,
N1,200308,bridge,bridge 154,22.6868697647058,91.6220385823529,3.2,192.95,A
N1,200309,link,link 155,22.6819235319051,91.624427763863,1199.0,193.5495,
N1,200310,bridge,bridge 155,22.6769772991044,91.6268169453731,6.0,194.149,A
N1,200311,link,link 156,22.6734683691174,91.62808505746915,849.0,194.5735,
N1,200312,bridge,bridge 156,22.6699594391304,91.6293531695652,3.0,194.998,A
N1,200313,link,link 157,22.66787166861925,91.63024126383665,503.0,195.2495,
N1,200314,bridge,bridge 157,22.6657838981081,91.6311293581081,3.0,195.501,A
N1,200315,link,link 158,22.663689789794752,91.63232755035034,537.0,195.7695,
N1,200316,bridge,bridge 158,22.6615956814814,91.6335257425926,3.0,196.038,A
N1,200317,link,link 159,22.658154055446552,91.63572595953156,887.0,196.4815,
N1,200318,bridge,bridge 159,22.6547124294117,91.6379261764705,3.1,196.925,A
N1,200319,link,link 160,22.6528916920781,91.6389801479676,465.0,197.1575,
N1,200320,bridge,bridge 160,22.6510709547445,91.6400341194647,4.6,197.39,A
N1,200321,link,link 161,22.649263532987803,91.64097561826365,456.0,197.618,
N1,200322,bridge,bridge 161,22.6474561112311,91.6419171170626,12.4,197.846,A
N1,200323,link,link 162,22.641776351098052,91.6450631788598,1433.0,198.5625,
N1,200324,bridge,bridge 162,22.636096590965,91.648209240657,3.0,199.279,A
N1,200325,link,link 163,22.635212581416752,91.64870848362415,223.0,199.3905,
N1,200326,bridge,bridge 163,22.6343285718685,91.6492077265913,3.0,199.502,A
N1,200327,link,link 164,22.6312476035813,91.65098277621125,775.0,199.8895,
N1,200328,bridge,bridge 164,22.6281666352941,91.6527578258312,3.0,200.277,A
N1,200329,link,link 165,22.6269994863217,91.65347179062644,298.0,200.426,
N1,200330,bridge,bridge 165,22.6258323373493,91.6541857554217,6.1,200.575,B
N1,200331,link,link 166,22.624439254260203,91.6548265042874,343.0,200.7465,
N1,200332,bridge,bridge 166,22.6230461711711,91.6554672531531,3.0,200.918,A
N1,200333,link,link 167,22.620401260091448,91.6567630985133,602.0,201.219,
N1,200334,bridge,bridge 167,22.6177563490118,91.6580589438735,3.0,201.52,A
N1,200335,link,link 168,22.6163731588196,91.65916299710014,479.0,201.7595,
N1,200336,bridge,bridge 168,22.6149899686274,91.6602670503268,4.6,201.999,A
N1,200337,link,link 169,22.61337282141045,91.6614178617225,436.0,202.21699999999998,
N1,200338,bridge,bridge 169,22.6117556741935,91.6625686731182,3.0,202.435,A
N1,200339,link,link 170,22.60779755768495,91.66497161597084,1022.0,202.946,
N1,200340,bridge,bridge 170,22.6038394411764,91.6673745588235,2.95,203.457,A
N1,200341,link,link 171,22.603095068067148,91.66785564621844,194.0,203.554,
N1,200342,bridge,bridge 171,22.6023506949579,91.6683367336134,4.5,203.651,B
N1,200343,link,link 172,22.5997586358049,91.6700779705512,691.0,203.99650000000003,
N1,200344,bridge,bridge 172,22.5971665766519,91.671819207489,9.3,204.342,B
N1,200345,link,link 173,22.595527378522,91.67285407212685,423.0,204.55349999999999,
N1,200346,bridge,bridge 173,22.5938881803921,91.6738889367647,4.5,204.765,A
N1,200347,link,link 174,22.590461598584398,91.67546670272844,850.0,205.19,
