Step,AgentID,Delay time,Driving time of cars leaving
361,200412,,"[['Truck80644', 350]]"
368,200412,,"[['Truck80646', 352]]"
373,200000,,"[['Truck80645', 362]]"
374,200412,,"[['Truck80642', 368]]"
375,200000,,"[['Truck80643', 369]]"
376,200000,,"[['Truck80641', 375]]"
376,200412,,"[['Truck80654', 340]]"
377,200000,,"[['Truck80647', 361]]"
377,200412,,"[['Truck80656', 336]]"
385,200412,,"[['Truck80640', 384], ['Truck80660', 334]]"
395,200000,,"[['Truck80651', 369]]"
396,200412,,"[['Truck80652', 365]]"
404,200000,,"[['Truck80649', 383]]"
406,200412,,"[['Truck80650', 380]]"
408,200000,,"[['Truck80653', 377]]"
410,200000,,"[['Truck80669', 339]]"
416,200412,,"[['Truck80658', 370]]"
421,200000,,"[['Truck80673', 340]]"
421,200412,,"[['Truck80648', 400]]"
429,200412,,"[['Truck80670', 353]]"
430,200000,,"[['Truck80655', 394]]"
431,200412,,"[['Truck80664', 370]]"
432,200000,,"[['Truck80663', 376]]"
433,200000,,"[['Truck80657', 392]]"
436,200412,,"[['Truck80678', 340]]"
440,200000,,"[['Truck80667', 374]]"
447,200000,,"[['Truck80665', 386]]"
449,200000,,"[['Truck80679', 353]]"
450,200412,,"[['Truck80680', 349]]"
452,200412,,"[['Truck80662', 396], ['Truck80682', 346], ['Truck80686', 336]]"
454,200000,,"[['Truck80675', 368]]"
458,200000,,"[['Truck80659', 412]]"
459,200412,,"[['Truck80672', 378]]"
460,200000,,"[['Truck80661', 409]]"
460,200412,,"[['Truck80668', 389]]"
463,200000,,"[['Truck80671', 387]]"
464,200412,,"[['Truck80666', 398]]"
468,200000,,"[['Truck80683', 362]]"
468,200412,,"[['Truck80674', 382]]"
469,200000,,"[['Truck80691', 343]]"
474,200412,,"[['Truck80676', 383]]"
476,200000,,"[['Truck80677', 385]]"
477,200000,,"[['Truck80685', 366]]"
480,200412,,"[['Truck80690', 354]]"
481,200412,,"[['Truck80684', 370]]"
482,200412,,"[['Truck80694', 346]]"
484,200000,,"[['Truck80693', 353]]"
488,200412,,"[['Truck80688', 367]]"
491,200000,,"[['Truck80695', 355]]"
492,200000,,"[['Truck80687', 376]]"
498,200000,,"[['Truck80689', 377]]"
500,200000,,"[['Truck80699', 354]]"
502,200000,,"[['Truck80681', 401]]"
503,200412,,"[['Truck80704', 342]]"
504,200000,,"[['Truck80697', 363]]"
514,200412,,"[['Truck80698', 368]]"
518,200412,,"[['Truck80696', 377]]"
523,200000,,"[['Truck80703', 367], ['Truck80705', 362]]"
524,200000,,"[['Truck80709', 353]]"
526,200000,,"[['Truck80711', 350]]"
527,200000,,"[['Truck80707', 361]]"
532,200000,,"[['Truck80719', 336]]"
534,200412,,"[['Truck80700', 383]]"
536,200412,,"[['Truck80702', 380]]"
540,200412,,"[['Truck80692', 409]]"
543,200000,,"[['Truck80715', 357]]"
544,200412,,"[['Truck80720', 343]]"
546,200000,,"[['Truck80701', 395]]"
548,200412,,"[['Truck80716', 357]]"
551,200000,,"[['Truck80723', 345]]"
553,200412,,"[['Truck80714', 367]]"
555,200000,,"[['Truck80725', 344]]"
555,200412,,"[['Truck80724', 344]]"
557,200000,,"[['Truck80727', 341]]"
561,200000,,"[['Truck80729', 340]]"
562,200412,,"[['Truck80708', 391], ['Truck80718', 366]]"
565,200412,,"[['Truck80706', 399]]"
566,200412,,"[['Truck80712', 385]]"
570,200412,,"[['Truck80710', 394]]"
573,200000,,"[['Truck80713', 392]]"
577,200412,,"[['Truck80726', 361]]"
582,200000,,"[['Truck80735', 346]]"
586,200412,,"[['Truck80730', 360]]"
589,200000,,"[['Truck80721', 388]]"
590,200000,,"[['Truck80731', 364]]"
591,200412,,"[['Truck80738', 345]]"
