Step,AgentID,Delay time,Driving time of cars leaving
488,200412,,"[['Truck92164', 477]]"
517,200412,,"[['Truck92162', 511]]"
519,200412,,"[['Truck92170', 493]]"
523,200412,,"[['Truck92160', 522], ['Truck92168', 502]]"
526,200000,,"[['Truck92161', 525]]"
531,200000,,"[['Truck92165', 520]]"
533,200412,,"[['Truck92166', 517]]"
537,200000,,"[['Truck92175', 501]]"
544,200000,,"[['Truck92173', 513]]"
546,200000,,"[['Truck92169', 525]]"
550,200412,,"[['Truck92172', 519]]"
559,200412,,"[['Truck92178', 513]]"
560,200000,,"[['Truck92163', 554]]"
560,200412,,"[['Truck92180', 509]]"
563,200412,,"[['Truck92182', 507]]"
565,200000,,"[['Truck92171', 539]]"
569,200000,,"[['Truck92185', 508]]"
570,200000,,"[['Truck92181', 519]]"
572,200000,,"[['Truck92179', 526]]"
578,200412,,"[['Truck92192', 497]]"
589,200412,,"[['Truck92212', 458]]"
592,200412,,"[['Truck92176', 551]]"
594,200000,,"[['Truck92183', 538]]"
594,200412,,"[['Truck92174', 558]]"
596,200000,,"[['Truck92187', 530]]"
596,200412,,"[['Truck92184', 535]]"
597,200000,,"[['Truck92167', 581]]"
602,200412,,"[['Truck92194', 516]]"
605,200000,,"[['Truck92193', 524], ['Truck92207', 489]]"
606,200412,,"[['Truck92190', 530]]"
607,200412,,"[['Truck92200', 506]]"
608,200000,,"[['Truck92177', 567]]"
615,200000,,"[['Truck92201', 514]]"
619,200412,,"[['Truck92188', 548]]"
620,200000,,"[['Truck92197', 529]]"
623,200412,,"[['Truck92204', 512]]"
628,200000,,"[['Truck92191', 552]]"
630,200000,,"[['Truck92189', 559], ['Truck92217', 489]]"
630,200412,,"[['Truck92186', 564]]"
633,200412,,"[['Truck92198', 537]]"
636,200000,,"[['Truck92195', 550]]"
637,200000,,"[['Truck92209', 516]]"
637,200412,,"[['Truck92196', 546], ['Truck92202', 531]]"
639,200000,,"[['Truck92199', 543]]"
642,200000,,"[['Truck92205', 531]]"
645,200412,,"[['Truck92208', 524]]"
646,200000,,"[['Truck92213', 515]]"
651,200000,,"[['Truck92219', 505]]"
652,200412,,"[['Truck92216', 511]]"
656,200412,,"[['Truck92214', 520]]"
660,200000,,"[['Truck92211', 534]]"
664,200000,,"[['Truck92215', 528]]"
668,200412,,"[['Truck92220', 517]]"
671,200412,,"[['Truck92222', 515]]"
672,200412,,"[['Truck92210', 546], ['Truck92218', 526]]"
674,200412,,"[['Truck92232', 493]]"
675,200000,,"[['Truck92237', 484], ['Truck92239', 479]]"
675,200412,,"[['Truck92206', 559]]"
677,200000,,"[['Truck92203', 571], ['Truck92225', 516]]"
682,200000,,"[['Truck92235', 496]]"
682,200412,,"[['Truck92228', 511]]"
685,200412,,"[['Truck92230', 509]]"
694,200412,,"[['Truck92242', 488]]"
695,200412,,"[['Truck92234', 509]]"
698,200000,,"[['Truck92223', 542]]"
703,200000,,"[['Truck92221', 552]]"
705,200412,,"[['Truck92262', 449]]"
707,200000,,"[['Truck92245', 496]]"
712,200000,,"[['Truck92243', 506]]"
713,200412,,"[['Truck92236', 522]]"
717,200000,,"[['Truck92229', 546]]"
717,200412,,"[['Truck92224', 556]]"
720,200000,,"[['Truck92241', 519]]"
722,200412,,"[['Truck92240', 521]]"
730,200000,,"[['Truck92233', 549]]"
732,200000,,"[['Truck92231', 556]]"
735,200412,,"[['Truck92238', 539]]"
739,200000,,"[['Truck92251', 513]]"
740,200000,,"[['Truck92247', 524]]"
742,200412,,"[['Truck92226', 576]]"
744,200412,,"[['Truck92246', 528]]"
745,200412,,"[['Truck92244', 534]]"
746,200000,,"[['Truck92249', 525]]"
751,200000,,"[['Truck92227', 585]]"
751,200412,,"[['Truck92248', 530]]"
753,200000,,"[['Truck92259', 507]]"
754,200000,,"[['Truck92275', 468]]"
754,200412,,"[['Truck92252', 523]]"
759,200000,,"[['Truck92253', 528]]"
766,200000,,"[['Truck92261', 515]]"
768,200000,,"[['Truck92255', 532], ['Truck92267', 502]]"
770,200412,,"[['Truck92250', 544]]"
773,200000,,"[['Truck92257', 532]]"
774,200412,,"[['Truck92280', 473]]"
781,200412,,"[['Truck92270', 505]]"
782,200412,,"[['Truck92258', 536]]"
783,200000,,"[['Truck92265', 522]]"
791,200412,,"[['Truck92260', 540], ['Truck92266', 525]]"
795,200000,,"[['Truck92269', 524]]"
800,200412,,"[['Truck92264', 539]]"
803,200412,,"[['Truck92254', 567]]"
805,200000,,"[['Truck92281', 504]]"
807,200412,,"[['Truck92282', 501]]"
809,200412,,"[['Truck92256', 568], ['Truck92278', 513]]"
810,200000,,"[['Truck92263', 554], ['Truck92273', 529]]"
811,200000,,"[['Truck92287', 495]]"
811,200412,,"[['Truck92274', 525]]"
813,200412,,"[['Truck92284', 502]]"
818,200412,,"[['Truck92272', 537]]"
820,200412,,"[['Truck92288', 499]]"
827,200412,,"[['Truck92292', 496]]"
831,200412,,"[['Truck92268', 560]]"
833,200000,,"[['Truck92271', 557], ['Truck92279', 537]]"
833,200412,,"[['Truck92296', 492], ['Truck92302', 477]]"
835,200000,,"[['Truck92285', 524]]"
837,200000,,"[['Truck92283', 531]]"
842,200000,,"[['Truck92277', 551]]"
847,200412,,"[['Truck92294', 511]]"
849,200412,,"[['Truck92298', 503]]"
851,200412,,"[['Truck92276', 560]]"
852,200412,,"[['Truck92310', 476]]"
853,200000,,"[['Truck92309', 482]]"
854,200412,,"[['Truck92312', 473]]"
857,200000,,"[['Truck92319', 461]]"
867,200412,,"[['Truck92290', 541]]"
868,200000,,"[['Truck92291', 542]]"
870,200000,,"[['Truck92311', 494]]"
875,200000,,"[['Truck92303', 519]]"
876,200000,,"[['Truck92305', 515]]"
879,200412,,"[['Truck92286', 563], ['Truck92300', 528]]"
880,200000,,"[['Truck92297', 539]]"
883,200412,,"[['Truck92304', 522]]"
885,200000,,"[['Truck92299', 539]]"
890,200000,,"[['Truck92289', 569]]"
894,200000,,"[['Truck92295', 558]]"
895,200412,,"[['Truck92306', 529]]"
897,200000,,"[['Truck92301', 546]]"
898,200000,,"[['Truck92313', 517]]"
898,200412,,"[['Truck92308', 527]]"
901,200412,,"[['Truck92316', 510]]"
902,200000,,"[['Truck92307', 536]]"
906,200000,,"[['Truck92325', 495]]"
909,200000,,"[['Truck92293', 578]]"
915,200000,,"[['Truck92317', 524]]"
918,200412,,"[['Truck92314', 532]]"
922,200000,,"[['Truck92337', 481]]"
923,200412,,"[['Truck92318', 527]]"
925,200000,,"[['Truck92331', 499]]"
928,200000,,"[['Truck92339', 482]]"
928,200412,,"[['Truck92328', 507]]"
931,200412,,"[['Truck92332', 500]]"
932,200000,,"[['Truck92329', 511]]"
934,200412,,"[['Truck92322', 528]]"
935,200412,,"[['Truck92324', 524]]"
937,200412,,"[['Truck92320', 536]]"
946,200000,,"[['Truck92327', 530]]"
953,200000,,"[['Truck92315', 567]]"
954,200000,,"[['Truck92333', 523]]"
955,200412,,"[['Truck92326', 539]]"
956,200000,,"[['Truck92347', 490]]"
