Step,AgentID,Delay time,Driving time of cars leaving
374,200000,,"[['Truck89283', 368]]"
384,200412,,"[['Truck89280', 383]]"
389,200412,,"[['Truck89286', 373]]"
393,200000,,"[['Truck89291', 367]]"
394,200412,,"[['Truck89292', 363]]"
396,200412,,"[['Truck89284', 385]]"
398,200412,,"[['Truck89282', 392]]"
401,200000,,"[['Truck89295', 365]]"
404,200000,,"[['Truck89281', 403]]"
405,200412,,"[['Truck89294', 369]]"
406,200412,,"[['Truck89300', 355]]"
410,200000,,"[['Truck89285', 399]]"
411,200000,,"[['Truck89289', 390]]"
413,200412,,"[['Truck89308', 342]]"
420,200412,,"[['Truck89304', 359]]"
424,200000,,"[['Truck89307', 358]]"
425,200412,,"[['Truck89288', 404]]"
426,200000,,"[['Truck89287', 410]]"
432,200000,,"[['Truck89305', 371]]"
433,200412,,"[['Truck89302', 377]]"
435,200412,,"[['Truck89296', 394]]"
436,200412,,"[['Truck89298', 390]]"
437,200000,,"[['Truck89303', 381]]"
442,200000,,"[['Truck89293', 411]]"
443,200412,,"[['Truck89290', 417]]"
453,200000,,"[['Truck89309', 382], ['Truck89313', 372]]"
456,200000,,"[['Truck89297', 415]]"
458,200412,,"[['Truck89306', 392]]"
460,200000,,"[['Truck89299', 414]]"
461,200000,,"[['Truck89301', 410]]"
469,200000,,"[['Truck89311', 393], ['Truck89329', 348]]"
469,200412,,"[['Truck89312', 388]]"
476,200412,,"[['Truck89332', 345]]"
477,200412,,"[['Truck89320', 376]]"
478,200412,,"[['Truck89316', 387]]"
480,200412,,"[['Truck89310', 404]]"
482,200000,,"[['Truck89321', 381]]"
485,200412,,"[['Truck89314', 399]]"
487,200000,,"[['Truck89319', 391]]"
488,200000,,"[['Truck89315', 402]]"
489,200412,,"[['Truck89326', 373]]"
493,200000,,"[['Truck89317', 402]]"
494,200412,,"[['Truck89324', 383]]"
500,200412,,"[['Truck89322', 394]]"
501,200000,,"[['Truck89323', 395]]"
503,200412,,"[['Truck89318', 407]]"
517,200000,,"[['Truck89331', 391]]"
517,200412,,"[['Truck89328', 396]]"
520,200000,,"[['Truck89337', 379]]"
520,200412,,"[['Truck89338', 374]]"
524,200000,,"[['Truck89325', 413], ['Truck89327', 408], ['Truck89347', 358]]"
525,200412,,"[['Truck89340', 374]]"
527,200412,,"[['Truck89336', 386]]"
530,200000,,"[['Truck89333', 399]]"
532,200000,,"[['Truck89335', 396]]"
536,200000,,"[['Truck89339', 390]]"
538,200412,,"[['Truck89352', 357]]"
539,200000,,"[['Truck89351', 363]]"
540,200000,,"[['Truck89341', 389]]"
544,200000,,"[['Truck89343', 388]]"
547,200412,,"[['Truck89330', 421], ['Truck89342', 391], ['Truck89346', 381]]"
549,200000,,"[['Truck89353', 368]]"
555,200412,,"[['Truck89348', 384]]"
561,200000,,"[['Truck89363', 355]]"
562,200412,,"[['Truck89334', 426]]"
563,200412,,"[['Truck89350', 387], ['Truck89364', 352]]"
571,200412,,"[['Truck89358', 375]]"
572,200000,,"[['Truck89349', 401]]"
572,200412,,"[['Truck89354', 386]]"
573,200000,,"[['Truck89357', 382]]"
573,200412,,"[['Truck89360', 372]]"
574,200000,,"[['Truck89345', 413], ['Truck89367', 358]]"
577,200000,,"[['Truck89359', 381]]"
577,200412,,"[['Truck89344', 416]]"
579,200000,,"[['Truck89371', 353]]"
580,200000,,"[['Truck89361', 379]]"
585,200000,,"[['Truck89355', 399]]"
585,200412,,"[['Truck89362', 379]]"
591,200412,,"[['Truck89356', 400]]"
614,200000,,"[['Truck89377', 373]]"
