Step,AgentID,Delay time,Driving time of cars leaving
961,200000,,"[['Truck129603', 955]]"
1050,200412,,"[['Truck129606', 1034]]"
1058,200412,,"[['Truck129622', 1002]]"
1066,200412,,"[['Truck129604', 1055]]"
1067,200412,,"[['Truck129602', 1061]]"
1086,200000,,"[['Truck129613', 1055]]"
1092,200000,,"[['Truck129623', 1036]]"
1093,200412,,"[['Truck129624', 1032]]"
1100,200000,,"[['Truck129629', 1029]]"
1102,200412,,"[['Truck129614', 1066]]"
1105,200000,,"[['Truck129611', 1079]]"
1117,200000,,"[['Truck129645', 1006]]"
1118,200000,,"[['Truck129605', 1107]]"
1123,200412,,"[['Truck129618', 1077]]"
1125,200000,,"[['Truck129621', 1074]]"
1148,200000,,"[['Truck129651', 1022]]"
1151,200412,,"[['Truck129626', 1085]]"
1156,200412,,"[['Truck129612', 1125]]"
1157,200000,,"[['Truck129635', 1071]]"
1158,200000,,"[['Truck129601', 1157]]"
1159,200000,,"[['Truck129617', 1118]]"
1165,200000,,"[['Truck129627', 1099]]"
1172,200412,,"[['Truck129638', 1076]]"
1177,200000,,"[['Truck129631', 1101]]"
1179,200000,,"[['Truck129615', 1143]]"
1180,200000,,"[['Truck129609', 1159], ['Truck129663', 1024]]"
1180,200412,,"[['Truck129630', 1104]]"
1186,200000,,"[['Truck129649', 1065]]"
1197,200412,,"[['Truck129628', 1126], ['Truck129636', 1106]]"
1198,200412,,"[['Truck129616', 1157]]"
1200,200000,,"[['Truck129607', 1184]]"
1201,200412,,"[['Truck129654', 1065]]"
1204,200000,,"[['Truck129691', 978]]"
1205,200000,,"[['Truck129637', 1114]]"
1206,200412,,"[['Truck129644', 1095]]"
1208,200000,,"[['Truck129641', 1107]]"
1210,200000,,"[['Truck129681', 1009]]"
1213,200000,,"[['Truck129647', 1097]]"
1213,200412,,"[['Truck129608', 1192]]"
1217,200412,,"[['Truck129620', 1166]]"
1226,200000,,"[['Truck129639', 1130]]"
1232,200412,,"[['Truck129646', 1116]]"
1234,200000,,"[['Truck129705', 973]]"
1237,200412,,"[['Truck129632', 1156]]"
1240,200000,,"[['Truck129653', 1109]]"
1240,200412,,"[['Truck129600', 1239]]"
1244,200000,,"[['Truck129633', 1163]]"
1244,200412,,"[['Truck129642', 1138]]"
1252,200000,,"[['Truck129625', 1191]]"
1253,200412,,"[['Truck129662', 1097]]"
1258,200412,,"[['Truck129676', 1067]]"
1262,200412,,"[['Truck129658', 1116]]"
1263,200000,,"[['Truck129643', 1157], ['Truck129667', 1097]]"
1263,200412,,"[['Truck129634', 1177]]"
1264,200412,,"[['Truck129650', 1138]]"
1266,200412,,"[['Truck129698', 1020]]"
1270,200000,,"[['Truck129619', 1224]]"
1271,200000,,"[['Truck129659', 1125]]"
1271,200412,,"[['Truck129656', 1130]]"
1272,200412,,"[['Truck129610', 1246]]"
1282,200412,,"[['Truck129674', 1096]]"
1285,200000,,"[['Truck129655', 1149]]"
1289,200412,,"[['Truck129678', 1093]]"
1290,200412,,"[['Truck129664', 1129]]"
1291,200000,,"[['Truck129679', 1095]]"
1293,200000,,"[['Truck129673', 1112]]"
1298,200412,,"[['Truck129680', 1097]]"
1300,200000,,"[['Truck129701', 1049]]"
1302,200000,,"[['Truck129719', 1006]]"
1308,200412,,"[['Truck129640', 1207]]"
1311,200412,,"[['Truck129666', 1145]]"
1322,200412,,"[['Truck129668', 1151]]"
1323,200000,,"[['Truck129669', 1152]]"
1325,200000,,"[['Truck129657', 1184]]"
1333,200000,,"[['Truck129661', 1182]]"
1338,200412,,"[['Truck129690', 1112]]"
1339,200412,,"[['Truck129692', 1108]]"
1341,200412,,"[['Truck129686', 1125], ['Truck129694', 1105]]"
1344,200000,,"[['Truck129685', 1133]]"
1351,200412,,"[['Truck129672', 1170]]"
1353,200000,,"[['Truck129675', 1167]]"
1353,200412,,"[['Truck129652', 1222], ['Truck129682', 1147]]"
1356,200412,,"[['Truck129696', 1115]]"
1363,200412,,"[['Truck129728', 1042]]"
1370,200000,,"[['Truck129703', 1114]]"
1371,200000,,"[['Truck129711', 1095]]"
1374,200000,,"[['Truck129671', 1198]]"
1375,200412,,"[['Truck129660', 1224]]"
1380,200000,,"[['Truck129683', 1174]]"
1384,200000,,"[['Truck129723', 1078], ['Truck129727', 1068]]"
1387,200000,,"[['Truck129665', 1226]]"
1390,200000,,"[['Truck129695', 1154]]"
1391,200412,,"[['Truck129730', 1065]]"
1395,200412,,"[['Truck129670', 1219], ['Truck129706', 1129]]"
1399,200412,,"[['Truck129688', 1178]]"
1404,200000,,"[['Truck129699', 1158]]"
1410,200000,,"[['Truck129709', 1139]]"
1410,200412,,"[['Truck129648', 1289]]"
1412,200412,,"[['Truck129704', 1151]]"
1418,200000,,"[['Truck129689', 1197]]"
1420,200412,,"[['Truck129702', 1164], ['Truck129712', 1139]]"
1421,200412,,"[['Truck129700', 1170], ['Truck129724', 1110]]"
1422,200000,,"[['Truck129735', 1086]]"
1422,200412,,"[['Truck129708', 1151]]"
1423,200000,,"[['Truck129707', 1157]]"
1424,200412,,"[['Truck129740', 1073]]"
1426,200412,,"[['Truck129722', 1120]]"
1427,200000,,"[['Truck129713', 1146]]"
1428,200000,,"[['Truck129677', 1237]]"
1432,200000,,"[['Truck129715', 1146]]"
1433,200000,,"[['Truck129753', 1052]]"
1439,200000,,"[['Truck129687', 1223], ['Truck129739', 1093]]"
1439,200412,,"[['Truck129684', 1228]]"
1441,200412,,"[['Truck129720', 1140]]"
1444,200000,,"[['Truck129697', 1203], ['Truck129731', 1118]]"
1445,200000,,"[['Truck129755', 1059]]"
1446,200412,,"[['Truck129718', 1150]]"
1448,200000,,"[['Truck129721', 1147]]"
1449,200000,,"[['Truck129693', 1218]]"
1451,200000,,"[['Truck129743', 1095]]"
1452,200000,,"[['Truck129737', 1111]]"
1452,200412,,"[['Truck129736', 1111]]"
1453,200000,,"[['Truck129771', 1027]]"
1456,200000,,"[['Truck129747', 1090]]"
1456,200412,,"[['Truck129738', 1110]]"
1458,200412,,"[['Truck129710', 1182], ['Truck129748', 1087]]"
1463,200412,,"[['Truck129742', 1107]]"
1464,200000,,"[['Truck129725', 1153]]"
1464,200412,,"[['Truck129716', 1173]]"
1466,200412,,"[['Truck129792', 985]]"
