Step,AgentID,Delay time,Driving time of cars leaving
886,200000,,"[['Truck138241', 885]]"
922,200412,,"[['Truck138246', 906]]"
934,200412,,"[['Truck138254', 898]]"
938,200412,,"[['Truck138258', 892]]"
943,200412,,"[['Truck138268', 872]]"
944,200000,,"[['Truck138247', 928]]"
948,200000,,"[['Truck138255', 912]]"
951,200412,,"[['Truck138240', 950]]"
962,200000,,"[['Truck138245', 951]]"
968,200000,,"[['Truck138249', 947]]"
968,200412,,"[['Truck138252', 937]]"
970,200412,,"[['Truck138270', 894]]"
974,200000,,"[['Truck138243', 968]]"
976,200000,,"[['Truck138263', 920]]"
977,200000,,"[['Truck138289', 856]]"
979,200412,,"[['Truck138322', 773]]"
981,200412,,"[['Truck138282', 875]]"
985,200000,,"[['Truck138271', 909]]"
987,200412,,"[['Truck138292', 856]]"
988,200000,,"[['Truck138283', 882]]"
994,200000,,"[['Truck138261', 943]]"
996,200000,,"[['Truck138251', 970]]"
1005,200000,,"[['Truck138265', 944]]"
1007,200000,,"[['Truck138285', 896]]"
1012,200000,,"[['Truck138311', 836]]"
1015,200412,,"[['Truck138280', 914]]"
1017,200000,,"[['Truck138253', 986]]"
1020,200412,,"[['Truck138290', 894]]"
1022,200000,,"[['Truck138267', 956]]"
1025,200412,,"[['Truck138262', 969], ['Truck138276', 934]]"
1031,200412,,"[['Truck138260', 980]]"
1037,200000,,"[['Truck138293', 906]]"
1037,200412,,"[['Truck138248', 1016]]"
1039,200000,,"[['Truck138279', 943]]"
1051,200000,,"[['Truck138277', 960]]"
1052,200000,,"[['Truck138275', 966]]"
1054,200000,,"[['Truck138269', 983]]"
1054,200412,,"[['Truck138244', 1043]]"
1057,200000,,"[['Truck138297', 916]]"
1065,200412,,"[['Truck138286', 949]]"
1066,200000,,"[['Truck138305', 905]]"
1067,200000,,"[['Truck138273', 986]]"
1070,200000,,"[['Truck138299', 924]]"
1076,200000,,"[['Truck138309', 905]]"
1077,200000,,"[['Truck138343', 821]]"
1077,200412,,"[['Truck138250', 1051]]"
1078,200412,,"[['Truck138298', 932]]"
1084,200000,,"[['Truck138321', 883]]"
1084,200412,,"[['Truck138264', 1023]]"
1085,200000,,"[['Truck138257', 1044], ['Truck138325', 874]]"
1086,200000,,"[['Truck138315', 900]]"
1087,200412,,"[['Truck138266', 1021]]"
1094,200000,,"[['Truck138337', 853]]"
