Step,AgentID,Delay time,Driving time of cars leaving
944,200000,,"[['Truck120963', 938]]"
950,200412,,"[['Truck120966', 934]]"
960,200000,,"[['Truck120981', 909]]"
962,200412,,"[['Truck120984', 901]]"
965,200000,,"[['Truck120989', 894]]"
969,200000,,"[['Truck120961', 968]]"
971,200000,,"[['Truck120969', 950]]"
973,200412,,"[['Truck120974', 937]]"
992,200000,,"[['Truck121005', 881]]"
1001,200412,,"[['Truck120964', 990]]"
1005,200000,,"[['Truck120973', 974]]"
1010,200000,,"[['Truck120967', 994]]"
1019,200000,,"[['Truck120971', 993]]"
1024,200000,,"[['Truck120987', 958]]"
1025,200000,,"[['Truck120985', 964]]"
1027,200000,,"[['Truck120965', 1016]]"
1029,200412,,"[['Truck120982', 973]]"
1033,200000,,"[['Truck120999', 937]]"
1033,200412,,"[['Truck120962', 1027], ['Truck120968', 1012]]"
1034,200000,,"[['Truck120995', 948]]"
1035,200000,,"[['Truck120975', 999]]"
1039,200412,,"[['Truck120978', 993]]"
1050,200000,,"[['Truck120983', 994]]"
1053,200412,,"[['Truck120976', 1012]]"
1056,200000,,"[['Truck120977', 1015]]"
1059,200412,,"[['Truck120990', 983], ['Truck121018', 913]]"
1062,200412,,"[['Truck120970', 1036], ['Truck121002', 956]]"
1065,200000,,"[['Truck121009', 944]]"
1066,200412,,"[['Truck120960', 1065]]"
1068,200412,,"[['Truck120972', 1037]]"
1069,200000,,"[['Truck120991', 993]]"
1081,200412,,"[['Truck120988', 1010]]"
1082,200412,,"[['Truck120980', 1031], ['Truck121004', 971]]"
1083,200412,,"[['Truck120996', 992]]"
1086,200000,,"[['Truck120979', 1040]]"
1086,200412,,"[['Truck121056', 845]]"
1087,200412,,"[['Truck120998', 991], ['Truck121000', 986]]"
1091,200000,,"[['Truck121001', 990]]"
1093,200000,,"[['Truck120997', 1002]]"
1103,200412,,"[['Truck121020', 952]]"
1104,200000,,"[['Truck120993', 1023], ['Truck121063', 848]]"
1105,200412,,"[['Truck121012', 974]]"
1108,200000,,"[['Truck121033', 927]]"
1111,200412,,"[['Truck120994', 1025]]"
1114,200412,,"[['Truck120986', 1048]]"
1115,200000,,"[['Truck121019', 969]]"
1116,200000,,"[['Truck121007', 1000]]"
1120,200412,,"[['Truck121022', 964]]"
1128,200412,,"[['Truck121028', 957]]"
1130,200412,,"[['Truck120992', 1049], ['Truck121010', 1004], ['Truck121044', 919]]"
1131,200000,,"[['Truck121043', 925]]"
1134,200000,,"[['Truck121017', 993]]"
1140,200000,,"[['Truck121003', 1034]]"
1146,200412,,"[['Truck121008', 1025]]"
1150,200000,,"[['Truck121031', 974], ['Truck121039', 954]]"
1151,200000,,"[['Truck121015', 1015]]"
1155,200412,,"[['Truck121006', 1039]]"
1156,200000,,"[['Truck121073', 875]]"
1160,200000,,"[['Truck121035', 974]]"
1163,200000,,"[['Truck121037', 972]]"
1168,200000,,"[['Truck121021', 1017]]"
1169,200412,,"[['Truck121038', 973]]"
1171,200000,,"[['Truck121023', 1015]]"
1172,200000,,"[['Truck121069', 901]]"
1178,200000,,"[['Truck121059', 932]]"
1178,200412,,"[['Truck121014', 1042]]"
