Step,AgentID,Delay time,Driving time of cars leaving
902,200000,,"[['Truck126727', 886]]"
915,200000,,"[['Truck126739', 869]]"
949,200000,,"[['Truck126721', 948]]"
950,200412,,"[['Truck126724', 939]]"
963,200000,,"[['Truck126735', 927]]"
965,200412,,"[['Truck126750', 889]]"
970,200000,,"[['Truck126755', 884]]"
970,200412,,"[['Truck126736', 929]]"
979,200000,,"[['Truck126723', 973]]"
981,200412,,"[['Truck126730', 955]]"
983,200000,,"[['Truck126745', 922]]"
990,200000,,"[['Truck126725', 979]]"
999,200000,,"[['Truck126747', 933], ['Truck126749', 928]]"
1008,200412,,"[['Truck126722', 1002]]"
1010,200412,,"[['Truck126746', 944]]"
1013,200000,,"[['Truck126731', 987]]"
1014,200000,,"[['Truck126777', 873]]"
1017,200412,,"[['Truck126734', 981]]"
1018,200412,,"[['Truck126738', 972]]"
1022,200000,,"[['Truck126741', 971]]"
1029,200000,,"[['Truck126737', 988]]"
1031,200412,,"[['Truck126720', 1030], ['Truck126754', 945]]"
1035,200000,,"[['Truck126759', 939]]"
1035,200412,,"[['Truck126728', 1014]]"
1036,200412,,"[['Truck126762', 930]]"
1043,200000,,"[['Truck126779', 897]]"
1043,200412,,"[['Truck126798', 847]]"
1044,200412,,"[['Truck126732', 1013]]"
1049,200412,,"[['Truck126760', 948]]"
1054,200412,,"[['Truck126740', 1003]]"
1063,200000,,"[['Truck126775', 927]]"
1066,200000,,"[['Truck126803', 860]]"
1066,200412,,"[['Truck126742', 1010]]"
1067,200412,,"[['Truck126752', 986]]"
1068,200412,,"[['Truck126764', 957]]"
1070,200412,,"[['Truck126744', 1009]]"
1072,200000,,"[['Truck126729', 1051]]"
1074,200412,,"[['Truck126820', 823]]"
1077,200000,,"[['Truck126733', 1046]]"
1078,200000,,"[['Truck126757', 987]]"
1080,200412,,"[['Truck126756', 989], ['Truck126804', 869]]"
1082,200000,,"[['Truck126785', 921]]"
1083,200412,,"[['Truck126758', 987], ['Truck126810', 857]]"
1086,200412,,"[['Truck126774', 950]]"
1088,200412,,"[['Truck126788', 917]]"
1095,200000,,"[['Truck126743', 1039], ['Truck126751', 1019], ['Truck126763', 989]]"
1097,200000,,"[['Truck126773', 966]]"
1101,200412,,"[['Truck126778', 955]]"
1103,200412,,"[['Truck126786', 937]]"
1106,200412,,"[['Truck126748', 1035], ['Truck126770', 980]]"
1109,200000,,"[['Truck126769', 988]]"
1113,200000,,"[['Truck126787', 947]]"
1114,200412,,"[['Truck126782', 958]]"
1115,200000,,"[['Truck126807', 899]]"
1125,200412,,"[['Truck126784', 964]]"
1128,200000,,"[['Truck126797', 937]]"
1129,200000,,"[['Truck126753', 1048]]"
1130,200000,,"[['Truck126823', 874]]"
1133,200412,,"[['Truck126780', 982]]"
