Step,AgentID,Delay time,Driving time of cars leaving
413,200412,,"[['Truck95040', 412]]"
437,200000,,"[['Truck95047', 421]]"
443,200000,,"[['Truck95051', 417]]"
449,200000,,"[['Truck95057', 408]]"
461,200412,,"[['Truck95042', 455]]"
462,200000,,"[['Truck95045', 451]]"
466,200000,,"[['Truck95043', 460]]"
473,200000,,"[['Truck95049', 452]]"
477,200412,,"[['Truck95050', 451]]"
479,200412,,"[['Truck95044', 468]]"
485,200000,,"[['Truck95041', 484], ['Truck95063', 429]]"
485,200412,,"[['Truck95046', 469]]"
486,200412,,"[['Truck95048', 465]]"
487,200412,,"[['Truck95064', 426]]"
492,200412,,"[['Truck95056', 451], ['Truck95058', 446]]"
494,200000,,"[['Truck95055', 458]]"
498,200000,,"[['Truck95059', 452]]"
502,200000,,"[['Truck95065', 441]]"
511,200000,,"[['Truck95067', 445]]"
512,200412,,"[['Truck95054', 476]]"
514,200000,,"[['Truck95061', 463]]"
517,200000,,"[['Truck95069', 446]]"
520,200412,,"[['Truck95070', 444]]"
522,200412,,"[['Truck95066', 456]]"
524,200000,,"[['Truck95053', 493], ['Truck95073', 443]]"
526,200000,,"[['Truck95075', 440]]"
527,200000,,"[['Truck95083', 421]]"
529,200412,,"[['Truck95082', 423]]"
531,200412,,"[['Truck95052', 500]]"
532,200000,,"[['Truck95079', 436]]"
534,200412,,"[['Truck95060', 483]]"
541,200412,,"[['Truck95068', 470]]"
552,200000,,"[['Truck95093', 421]]"
552,200412,,"[['Truck95074', 466]]"
554,200412,,"[['Truck95062', 498]]"
559,200000,,"[['Truck95091', 433]]"
560,200412,,"[['Truck95076', 469]]"
562,200000,,"[['Truck95071', 486]]"
563,200412,,"[['Truck95078', 467], ['Truck95084', 452]]"
564,200412,,"[['Truck95088', 443]]"
565,200412,,"[['Truck95072', 484]]"
567,200000,,"[['Truck95085', 456]]"
571,200412,,"[['Truck95080', 470], ['Truck95086', 455]]"
572,200000,,"[['Truck95087', 456]]"
575,200000,,"[['Truck95089', 454]]"
578,200000,,"[['Truck95077', 487]]"
580,200000,,"[['Truck95101', 429]]"
590,200412,,"[['Truck95094', 454]]"
592,200000,,"[['Truck95103', 436]]"
594,200000,,"[['Truck95099', 448]]"
595,200000,,"[['Truck95081', 494]]"
600,200000,,"[['Truck95109', 429]]"
600,200412,,"[['Truck95100', 449], ['Truck95102', 444]]"
601,200412,,"[['Truck95096', 460]]"
605,200000,,"[['Truck95097', 464]]"
608,200412,,"[['Truck95090', 482]]"
611,200412,,"[['Truck95092', 480]]"
612,200000,,"[['Truck95095', 476]]"
614,200412,,"[['Truck95098', 468]]"
622,200000,,"[['Truck95107', 456]]"
623,200000,,"[['Truck95131', 397]]"
625,200000,,"[['Truck95105', 464]]"
625,200412,,"[['Truck95108', 454]]"
628,200000,,"[['Truck95113', 447]]"
628,200412,,"[['Truck95106', 462]]"
629,200000,,"[['Truck95123', 423]]"
629,200412,,"[['Truck95104', 468]]"
631,200000,,"[['Truck95125', 420]]"
636,200412,,"[['Truck95110', 460]]"
645,200412,,"[['Truck95116', 454]]"
648,200000,,"[['Truck95115', 462]]"
649,200412,,"[['Truck95118', 453]]"
655,200412,,"[['Truck95114', 469]]"
658,200000,,"[['Truck95119', 462]]"
658,200412,,"[['Truck95120', 457]]"
659,200412,,"[['Truck95112', 478]]"
660,200000,,"[['Truck95111', 484]]"
663,200412,,"[['Truck95134', 427]]"
664,200000,,"[['Truck95121', 463]]"
667,200000,,"[['Truck95117', 476], ['Truck95133', 436]]"
668,200412,,"[['Truck95126', 452]]"
669,200000,,"[['Truck95129', 448]]"
672,200412,,"[['Truck95124', 461]]"
674,200000,,"[['Truck95137', 433]]"
679,200000,,"[['Truck95135', 443]]"
686,200000,,"[['Truck95127', 470]]"
689,200412,,"[['Truck95122', 483]]"
692,200412,,"[['Truck95146', 426]]"
693,200000,,"[['Truck95149', 422]]"
693,200412,,"[['Truck95128', 472]]"
694,200000,,"[['Truck95145', 433]]"
696,200412,,"[['Truck95138', 450]]"
698,200000,,"[['Truck95155', 412]]"
702,200412,,"[['Truck95130', 476]]"
706,200000,,"[['Truck95139', 460]]"
706,200412,,"[['Truck95136', 465]]"
708,200412,,"[['Truck95132', 477], ['Truck95142', 452]]"
710,200000,,"[['Truck95141', 459]]"
718,200000,,"[['Truck95143', 462], ['Truck95147', 452]]"
721,200000,,"[['Truck95159', 425]]"
722,200412,,"[['Truck95158', 426]]"
726,200000,,"[['Truck95157', 435]]"
732,200412,,"[['Truck95140', 481]]"
735,200000,,"[['Truck95151', 459]]"
735,200412,,"[['Truck95152', 454]]"
741,200412,,"[['Truck95154', 455]]"
744,200412,,"[['Truck95150', 468]]"
745,200412,,"[['Truck95148', 474]]"
746,200412,,"[['Truck95168', 425]]"
747,200000,,"[['Truck95167', 431]]"
747,200412,,"[['Truck95166', 431]]"
